verification_id,applicant_id,verification_date,declared_income,verified_income,income_variance_pct,employment_type,employer_category,employment_tenure_yrs,form16_available,itr_filed,gst_filed,verification_source,verification_status
VER004691,APP012635,2024-05-30,19755.0,19541.0,4.0,Freelancer,Education,15.3,0,1,0,Employer Letter,Verified
VER004692,APP008529,2023-11-11,19453.0,16678.0,2.7,Salaried,IT Company,4.0,1,1,0,Bank Statement,Unverified
VER004693,APP012613,2022-05-08,18346.0,14755.0,-10.2,Self-Employed,PSU Bank,20.1,0,1,1,Bank Statement,Verified
VER004694,APP008813,2024-03-15,20309.0,14360.0,-8.8,Salaried,Government,1.0,1,1,0,Bank Statement,Partial
VER004695,APP010146,2022-09-08,21649.0,16424.0,-8.1,Business Owner,Government,23.2,0,1,1,ITR,Verified
VER004696,APP000167,2022-02-04,34535.0,30388.0,-5.8,Self-Employed,Government,16.2,0,1,1,Bank Statement,Unverified
VER004697,APP008433,,25767.0,22280.0,1.1,Self-Employed,IT Company,11.8,0,0,1,Employer Letter,Verified
VER004698,APP012057,2023-08-23,78175.0,74874.0,8.5,Self-Employed,Healthcare,3.8,0,1,1,ITR,Failed
VER004699,APP013552,2022-02-16,18239.0,18217.0,8.4,Business Owner,FMCG,20.4,0,1,0,Payslip,Verified
VER004700,APP006559,2022-03-27,31229.0,21781.0,-11.4,Salaried,Healthcare,17.1,1,1,0,Bank Statement,Failed
VER004701,APP006126,2022-07-15,83277.0,0.0,-12.0,Salaried,Startup,13.7,1,1,0,Payslip,Verified
VER004702,APP000763,2023-04-09,298737.0,228018.0,-11.7,Business Owner,Education,20.9,0,1,1,Bank Statement,Failed
VER004703,APP007036,2022-10-29,22962.0,22610.0,1.3,Freelancer,Healthcare,19.6,0,1,0,Payslip,Verified
VER004704,APP006640,2024-02-25,39321.0,30883.0,-8.2,Salaried,Telecom,20.4,1,1,0,Bank Statement,Verified
VER004705,APP006095,2023-01-17,111074.0,91328.0,1.2,Salaried,Retail,1.7,1,1,0,Bank Statement,Failed
VER004706,APP004273,2022-07-12,25968.0,20005.0,-14.5,Salaried,Telecom,13.7,1,1,0,Bank Statement,Verified
VER004707,APP001028,14-01-2023,21219.0,14719.0,-11.6,Freelancer,Retail,19.7,0,1,0,Payslip,Verified
VER004708,APP004048,2024-01-04,33622.0,24961.0,-13.3,Self-Employed,IT Company,17.3,0,1,1,Bank Statement,Unverified
VER004709,APP010259,2023-05-21,365216.0,401327.0,9.5,Business Owner,Startup,8.6,0,1,1,GST Portal,Verified
VER004710,APP006239,2023-01-07,139245.0,163839.0,6.3,Salaried,Retail,8.6,1,1,0,ITR,Verified
VER004711,APP012997,2023-02-17,40933.0,34343.0,7.4,Unemployed,Education,3.8,0,1,0,Payslip,Failed
VER004712,APP007800,2022-04-08,23040.0,17667.0,-11.4,Self-Employed,Healthcare,6.6,0,0,1,Payslip,Verified
VER004713,APP008612,2024-04-06,131966.0,136375.0,3.3,Salaried,Startup,4.1,1,1,0,ITR,Verified
VER004714,APP003742,2024-05-28,40821.0,36047.0,5.4,Salaried,IT Company,1.0,1,1,0,GST Portal,Verified
VER004715,APP009733,2023-07-05,28618.0,26069.0,-13.3,Self-Employed,Healthcare,11.1,0,0,1,GST Portal,Verified
VER004716,APP000362,2023-04-28,14697.0,17195.0,8.8,Self-Employed,IT Company,14.3,0,1,1,Payslip,Verified
VER004717,APP014300,2022-03-13,76084.0,69447.0,1.6,Salaried,Retail,23.7,1,1,0,ITR,Verified
VER004718,APP012678,2023-07-19,49883.0,47358.0,0.4,Business Owner,PSU Bank,3.4,0,1,1,GST Portal,Unverified
VER004719,APP008196,2023-12-25,26537.0,27226.0,6.8,Self-Employed,IT Company,5.9,0,1,1,Payslip,Partial
VER004720,APP007305,2023-06-05,169410.0,133399.0,-10.6,Freelancer,IT Company,1.2,0,1,0,ITR,Verified
VER004721,APP014233,2022-07-26,136339.0,115088.0,4.3,Salaried,Healthcare,18.6,1,1,0,Bank Statement,Unverified
VER004722,APP007008,2024-03-29,165190.0,137260.0,-10.7,Retired,Healthcare,24.6,0,1,0,GST Portal,Partial
VER004723,APP012440,2023-03-22,30427.0,32981.0,5.6,Salaried,Government,14.1,0,1,0,Bank Statement,Partial
VER004724,APP013698,2024-01-24,37608.0,36138.0,-11.3,Business Owner,IT Company,23.7,0,1,1,GST Portal,Failed
VER004725,APP008390,2023-02-25,32033.0,27416.0,-2.1,Salaried,IT Company,12.6,0,1,0,GST Portal,Unverified
VER004726,APP012248,,39838.0,34358.0,9.4,Salaried,Education,14.5,1,0,0,Payslip,Verified
VER004727,APP012109,2022-02-03,45476.0,47632.0,-5.3,Freelancer,PSU Bank,11.1,0,1,0,Bank Statement,Verified
VER004728,APP012309,2023-06-01,42519.0,36825.0,-11.7,Freelancer,Healthcare,3.8,0,1,0,Payslip,Partial
VER004729,APP012747,2022-05-25,56428.0,40656.0,-8.6,Salaried,PSU Bank,23.2,1,1,0,ITR,Verified
VER004730,APP013366,2022-01-02,31144.0,26334.0,-3.1,Salaried,Retail,8.7,1,1,0,Bank Statement,Verified
VER004731,APP011844,2023-02-15,102450.0,107426.0,-5.2,Salaried,Manufacturing,3.5,1,1,0,Payslip,Verified
VER004732,APP003579,2023-12-15,25544.0,22392.0,7.3,Freelancer,Manufacturing,19.0,0,1,0,GST Portal,Failed
VER004733,APP012978,2022-11-21,36990.0,28691.0,-7.4,Salaried,Telecom,10.1,1,0,0,Employer Letter,Partial
VER004734,APP007517,2022-07-03,21974.0,20015.0,1.4,Salaried,Government,5.2,1,1,0,GST Portal,Failed
VER004735,APP007247,2022-07-28,225037.0,186922.0,-3.3,Salaried,FMCG,20.9,0,0,1,Bank Statement,Verified
VER004736,APP001154,2022-03-22,136408.0,110323.0,-12.3,Self-Employed,Education,18.0,0,0,1,ITR,Verified
VER004737,APP001095,2022-06-08,23337.0,20765.0,2.9,Retired,Startup,20.2,0,1,0,Bank Statement,Failed
VER004738,APP009354,2023-07-04,38378.0,40776.0,1.2,Salaried,Education,13.9,1,1,0,Bank Statement,Verified
VER004739,APP011217,2023-02-15,132058.0,113258.0,-7.8,Salaried,Retail,5.5,1,1,0,Payslip,Failed
VER004740,APP000556,2023-06-16,181948.0,173000.0,-3.5,Retired,Healthcare,9.8,0,1,0,ITR,Verified
VER004741,APP005537,2022-10-30,27451.0,22272.0,-7.3,Salaried,Healthcare,20.7,1,1,1,Payslip,Verified
VER004742,APP013302,2023-03-10,56589.0,46530.0,-3.1,Salaried,Healthcare,13.6,1,0,0,GST Portal,Verified
VER004743,APP010728,2022-04-28,62834.0,67614.0,-2.3,Salaried,Manufacturing,14.6,0,1,0,Bank Statement,Verified
VER004744,APP010433,2023-09-22,78743.0,61867.0,-2.6,Salaried,Retail,3.9,1,0,0,Payslip,Failed
VER004745,APP006676,2022-10-06,62332.0,55249.0,1.2,Salaried,IT Company,2.6,1,0,0,Payslip,unverfied
VER004746,APP006259,2023-08-13,69181.0,52574.0,-7.7,Salaried,Startup,14.4,1,1,0,Bank Statement,Verified
VER004747,APP014109,2024-02-29,56212.0,41331.0,-12.2,Self-Employed,IT Company,5.6,0,1,0,ITR,Partial
VER004748,APP011703,2024-02-10,24553.0,-19435.0,-8.5,Retired,Education,10.5,0,1,0,ITR,Unverified
VER004749,APP006039,2024-04-04,36527.0,29981.0,5.3,Salaried,Manufacturing,10.1,1,0,0,ITR,Verified
VER004750,APP014749,2022-03-22,76158.0,78777.0,-1.2,Salaried,PSU Bank,8.9,1,0,0,Bank Statement,Verified
VER004751,APP004621,2022-10-14,27153.0,28433.0,3.8,Salaried,Startup,10.6,1,1,0,Bank Statement,Verified
VER004752,APP001257,2022-06-13,64079.0,73034.0,6.7,Self-Employed,Telecom,14.2,0,1,0,Payslip,Verified
VER004753,APP007825,2024-05-08,186620.0,164073.0,6.4,Self-Employed,Startup,17.6,0,1,1,Payslip,Verified
VER004754,APP004513,2023-03-22,51524.0,39104.0,-8.3,Salaried,Healthcare,12.3,1,1,0,ITR,Partial
VER004755,APP001689,2022-08-24,77258.0,70615.0,-1.3,Business Owner,IT Company,22.6,0,0,1,Bank Statement,Failed
VER004756,APP008299,2023-07-23,24346.0,24224.0,-9.1,Salaried,Retail,15.5,1,0,0,Payslip,Verified
VER004757,APP013297,2022-01-18,117268.0,103094.0,-11.8,Salaried,Startup,16.9,1,0,0,GST Portal,Partial
VER004758,APP012908,2023-05-28,103065.0,109259.0,-0.2,Salaried,FMCG,6.3,1,1,0,ITR,Verified
VER004759,APP008428,,161579.0,124666.0,-0.7,Salaried,Retail,16.9,0,1,0,GST Portal,Verified
VER004760,APP006206,2023-03-08,226793.0,182512.0,-2.9,Freelancer,PSU Bank,7.3,0,1,0,Employer Letter,Verified
VER004761,APP011812,2023-02-09,473986.0,414712.0,-10.5,Salaried,Manufacturing,20.0,1,1,0,Payslip,Verified
VER004762,APP009223,2024-01-13,48368.0,38130.0,-11.6,Salaried,Healthcare,1.3,1,1,0,Payslip,Failed
VER004763,APP002238,2023-06-05,333671.0,322590.0,9.0,Salaried,PSU Bank,3.9,1,1,0,Payslip,Partial
VER004764,APP000512,2022-06-22,268431.0,257727.0,-1.2,Salaried,Manufacturing,6.7,1,0,0,Payslip,Verified
VER004765,APP009089,2023-06-25,23967.0,23336.0,-10.6,Salaried,Startup,21.1,1,1,0,Bank Statement,Verified
VER004766,APP014514,2023-11-16,254370.0,229554.0,-8.7,Salaried,Healthcare,10.1,1,1,0,Payslip,Verified
VER004767,APP000898,2023-05-03,107144.0,86256.0,-3.3,Salaried,Retail,21.7,1,1,0,Payslip,Verified
VER004768,APP003915,2024-01-29,54168.0,53441.0,6.0,Freelancer,Government,8.2,0,1,0,Payslip,Verified
VER004769,APP007253,2022-03-29,89874.0,72604.0,-6.8,Salaried,Government,21.7,1,1,0,Bank Statement,Verified
VER004770,APP013565,2022-01-03,60976.0,51229.0,-10.2,Salaried,Telecom,4.3,0,1,0,Payslip,Partial
VER004771,APP006185,2023-02-24,42869.0,36472.0,2.0,Salaried,Retail,10.4,0,0,0,GST Portal,Failed
VER004772,APP007483,2022-06-17,24406.0,20698.0,-3.3,Self-Employed,Healthcare,7.8,0,0,0,Bank Statement,Failed
VER004773,APP005393,2022-06-26,132515.0,119027.0,-10.5,Salaried,Retail,10.6,1,1,0,Payslip,Verified
VER004774,APP010945,2023-08-09,50015.0,46242.0,9.9,Salaried,FMCG,18.8,1,1,0,Employer Letter,Verified
VER004775,APP001359,2022-08-06,122535.0,0.0,1.5,Salaried,Startup,1.2,1,1,0,ITR,Verified
VER004776,APP010785,2023-01-19,192310.0,162973.0,0.2,Salaried,IT Company,2.9,1,1,0,Employer Letter,Verified
VER004777,APP011495,2022-07-04,279144.0,288346.0,-6.1,Salaried,Education,8.5,1,1,0,Bank Statement,Partial
VER004778,APP006859,2023-11-28,528122.0,431407.0,-2.3,Self-Employed,Education,10.7,0,1,1,Bank Statement,Verified
VER004779,APP014313,2023-03-18,109633.0,96247.0,-7.1,Self-Employed,FMCG,12.5,0,1,1,Bank Statement,Unverified
VER004780,APP007137,2024-01-27,95424.0,88022.0,-11.6,Salaried,Manufacturing,4.0,0,0,0,Payslip,Partial
VER004781,APP013230,2023-03-19,388975.0,388853.0,1.4,Salaried,PSU Bank,1.9,1,1,0,Bank Statement,Verified
VER004782,APP005513,2022-04-04,31363.0,25659.0,1.4,Self-Employed,PSU Bank,16.1,0,1,1,Bank Statement,PARTIAL
VER004783,APP002165,2023-12-07,181311.0,197312.0,9.5,Salaried,Government,4.7,1,0,0,ITR,Verified
VER004784,APP000068,2022-09-16,30172.0,28207.0,-9.1,Salaried,PSU Bank,7.4,1,0,0,Bank Statement,Failed
VER004785,APP001436,2022-01-26,69436.0,52839.0,-1.7,Salaried,FMCG,24.0,1,1,0,Payslip,Verified
VER004786,APP004199,2022-04-17,82978.0,72209.0,9.8,Salaried,Manufacturing,2.7,1,1,0,Bank Statement,Verified
VER004787,APP000651,2023-04-04,25322.0,26531.0,-4.8,Retired,Telecom,23.9,0,1,0,Bank Statement,Unverified
VER004788,APP001521,2023-08-01,215580.0,187160.0,-2.5,Self-Employed,Retail,11.2,0,1,0,Bank Statement,Verified
VER004789,APP002295,2024-01-06,295614.0,293424.0,-6.4,Business Owner,Education,21.2,0,0,1,Payslip,Verified
VER004790,APP005344,2024-01-06,36314.0,28921.0,-14.6,Self-Employed,IT Company,8.2,0,1,1,GST Portal,Unverified
VER004791,APP013626,2023-03-18,22084.0,25039.0,9.7,Salaried,Retail,21.0,1,0,0,Payslip,Verified
VER004792,APP009580,2022-05-15,27871.0,30197.0,3.7,Unemployed,Manufacturing,10.6,0,0,0,ITR,Verified
VER004793,APP012806,2022-04-27,50929.0,45454.0,6.2,Salaried,PSU Bank,16.9,1,1,0,Bank Statement,Verified
VER004794,APP011581,2022-02-11,137132.0,148877.0,5.2,Salaried,Healthcare,10.6,1,1,0,ITR,Unverified
VER004795,APP010318,2022-12-26,22725.0,26093.0,3.5,Salaried,Education,19.0,1,0,0,Payslip,Verified
VER004796,APP007484,2022-08-28,57066.0,51767.0,1.2,Self-Employed,Telecom,11.8,0,1,1,ITR,Failed
VER004797,APP006921,2023-09-30,65074.0,44341.0,-12.1,Freelancer,Healthcare,7.4,0,1,0,GST Portal,Verified
VER004798,APP014985,2023-02-12,31353.0,28189.0,-3.5,Salaried,Startup,5.7,1,0,0,GST Portal,Verified
VER004799,APP005730,2023-12-14,66272.0,54921.0,7.0,Self-Employed,Telecom,19.8,0,0,1,ITR,Verified
VER004800,APP010881,2022-08-05,59261.0,43251.0,-10.2,Business Owner,Government,4.5,0,1,0,Payslip,Unverified
VER004801,APP014753,2022-02-05,35175.0,34350.0,3.3,Self-Employed,Retail,17.2,0,1,1,ITR,Verified
VER004802,APP009485,2023-10-23,54584.0,44875.0,6.1,Salaried,Government,13.8,1,1,0,Payslip,Partial
VER004803,APP007350,2022-02-23,64688.0,55664.0,1.1,Retired,FMCG,24.3,0,1,0,Bank Statement,Unverified
VER004804,APP011794,2023-12-18,33719.0,35183.0,1.0,Freelancer,IT Company,5.9,0,1,0,Payslip,Verified
VER004805,APP012670,2024-01-24,33593.0,27926.0,-12.1,Self-Employed,PSU Bank,21.4,0,0,0,ITR,Verified
VER004806,APP010167,2022-02-08,75864.0,61549.0,-4.0,Salaried,Education,16.6,1,1,0,ITR,Verified
VER004807,APP007328,2022-06-23,42328.0,38228.0,-10.1,Salaried,Education,18.4,1,1,0,GST Portal,Verified
VER004808,APP006361,2024-05-23,190498.0,189113.0,6.7,Self-Employed,IT Company,24.4,0,1,1,Bank Statement,Verified
VER004809,APP011843,2022-03-05,60146.0,47288.0,-1.9,Self-Employed,Startup,11.3,0,1,1,Payslip,Verified
VER004810,APP008952,2023-06-10,24714.0,23131.0,9.3,Salaried,Manufacturing,7.1,1,1,0,Payslip,Verified
VER004811,APP000667,2022-05-14,50719.0,49807.0,7.2,Self-Employed,Telecom,21.8,0,1,1,Bank Statement,Verified
VER004812,APP002348,2024-03-23,62308.0,44201.0,-9.4,Salaried,Startup,7.0,1,1,0,Payslip,Unverified
VER004813,APP013782,2024-01-19,43431.0,36923.0,7.1,Freelancer,PSU Bank,22.7,0,0,0,Payslip,Verified
VER004814,APP014221,2022-10-18,31215.0,31954.0,0.2,Self-Employed,Startup,17.7,0,1,1,GST Portal,Unverified
VER004815,APP007292,2023-04-22,171043.0,150234.0,9.5,Salaried,Telecom,-0.8,1,1,0,ITR,Verified
VER004816,APP010300,2023-04-24,29863.0,23229.0,-11.1,Self-Employed,Government,14.1,0,1,1,ITR,Verified
VER004817,APP001789,2023-01-04,32660.0,36222.0,5.7,Business Owner,Startup,21.4,0,0,0,Bank Statement,Unverified
VER004818,APP014977,2023-04-19,24762.0,26229.0,5.6,Salaried,PSU Bank,21.2,1,0,0,ITR,Verified
VER004819,APP010177,2022-07-19,16905.0,14188.0,-13.8,Self-Employed,IT Company,21.3,0,0,1,Bank Statement,Partial
VER004820,APP013431,2022-07-15,261755.0,0.0,-1.3,Unemployed,IT Company,10.7,0,1,0,Employer Letter,Verified
VER004821,APP007437,2022-09-08,63739.0,43142.0,-14.3,Freelancer,PSU Bank,10.0,0,0,0,Payslip,Verified
VER004822,APP014397,2023-07-26,20165.0,13950.0,-11.9,Salaried,FMCG,18.2,1,1,0,Bank Statement,Verified
VER004823,APP014258,2023-04-05,24944.0,27674.0,5.3,Salaried,Government,12.8,1,1,0,ITR,Verified
VER004824,APP010138,2022-09-13,116174.0,98271.0,-6.2,Salaried,Retail,2.3,1,0,0,Payslip,PARTIAL
VER004825,APP008146,2023-04-07,62921.0,54103.0,0.4,Self-Employed,Healthcare,13.1,0,1,1,Bank Statement,Unverified
VER004826,APP001620,2023-08-21,66046.0,58124.0,-2.0,Salaried,FMCG,22.6,1,1,0,Payslip,Verified
VER004827,APP010729,2022-10-09,167019.0,123347.0,-8.5,Self-Employed,Retail,11.3,0,1,1,ITR,Partial
VER004828,APP005038,2022-12-23,41068.0,36239.0,6.1,Salaried,Government,13.6,1,1,0,ITR,Verified
VER004829,APP009519,2023-05-11,54387.0,38639.0,-8.2,Business Owner,FMCG,14.6,0,0,0,Bank Statement,Verified
VER004830,APP007572,2022-04-09,75700.0,68131.0,9.9,Retired,IT Company,20.3,0,1,0,Bank Statement,Verified
VER004831,APP000014,2023-07-10,31955.0,31114.0,-0.9,Business Owner,Healthcare,-0.7,0,1,1,GST Portal,Verified
VER004832,APP013767,2022-08-11,471186.0,464529.0,8.4,Salaried,IT Company,18.3,1,1,0,Bank Statement,Verified
VER004833,APP014981,2022-04-30,196565.0,160029.0,-14.7,Business Owner,Retail,21.0,0,1,1,ITR,Verified
VER004834,APP004956,2024-02-07,20097.0,19154.0,-2.8,Salaried,Manufacturing,13.9,1,0,0,Bank Statement,Verified
VER004835,APP004613,2023-08-01,46170.0,49232.0,-1.6,Salaried,Retail,16.3,1,1,0,Bank Statement,Verified
VER004836,APP011589,2024-04-18,72005.0,77363.0,8.1,Salaried,IT Company,21.5,1,1,0,Payslip,Failed
VER004837,APP000610,2024-05-16,59586.0,43431.0,-8.4,Salaried,Education,5.7,1,0,0,Payslip,Verified
VER004838,APP011068,2024-02-06,72205.0,62685.0,7.1,Unemployed,Healthcare,18.7,0,1,0,ITR,Verified
VER004839,APP004664,2024-01-27,27276.0,19509.0,-9.7,Business Owner,IT Company,4.2,0,1,0,Employer Letter,Verified
VER004840,APP003605,2022-02-13,37031.0,28895.0,-10.9,Salaried,Education,20.6,1,1,0,Payslip,Failed
VER004841,APP008261,2024-01-21,130933.0,89554.0,-11.8,Salaried,Government,13.9,1,0,0,Bank Statement,Partial
VER004842,APP014760,2022-12-26,27496.0,22379.0,-12.5,Salaried,Startup,5.7,1,1,0,Payslip,Verified
VER004843,APP003289,,24868.0,22690.0,-5.8,Business Owner,Education,18.6,0,0,1,Payslip,Failed
VER004844,APP004974,2024-03-30,27229.0,22882.0,-5.5,Business Owner,IT Company,13.6,0,1,1,Payslip,Partial
VER004845,APP007905,2022-07-15,25547.0,24625.0,-3.9,Salaried,Healthcare,14.9,1,1,0,Bank Statement,Verified
VER004846,APP011251,2023-02-02,27082.0,29681.0,0.5,Self-Employed,IT Company,-0.3,0,1,1,Bank Statement,Verified
VER004847,APP000012,2022-02-19,44942.0,-38107.0,-7.4,Salaried,Healthcare,19.1,1,0,0,Bank Statement,Verified
VER004848,APP005490,2022-08-28,39161.0,32436.0,4.7,Salaried,Manufacturing,10.9,0,1,0,ITR,Unverified
VER004849,APP000126,2022-08-12,146709.0,137948.0,7.4,Salaried,Manufacturing,18.1,1,1,0,ITR,Verified
VER004850,APP010053,2022-05-27,19915.0,17332.0,5.0,Salaried,FMCG,12.1,1,1,0,Payslip,Verified
VER004851,APP006134,2023-09-22,48354.0,47131.0,9.9,Unemployed,Education,2.7,0,1,0,ITR,Verified
VER004852,APP006078,2022-12-03,60003.0,61071.0,128.5,Salaried,FMCG,23.3,1,1,0,Bank Statement,Verified
VER004853,APP008651,2022-11-17,37573.0,30863.0,-10.2,Self-Employed,PSU Bank,19.0,0,0,1,Employer Letter,Verified
VER004854,APP008701,2022-05-23,194655.0,174833.0,0.8,Salaried,FMCG,4.7,1,0,0,Payslip,Verified
VER004855,APP011522,2023-01-25,99571.0,89538.0,-10.0,Salaried,Retail,16.1,1,1,0,Payslip,Verified
VER004856,APP003425,2023-02-20,30399.0,22718.0,-3.4,Business Owner,Telecom,13.3,0,1,1,Payslip,Unverified
VER004857,APP006967,2023-09-05,31503.0,34906.0,8.1,Salaried,IT Company,15.7,1,1,0,GST Portal,Verified
VER004858,APP013004,2022-08-20,142346.0,153729.0,-2.5,Salaried,Government,16.2,1,1,0,ITR,Verified
VER004859,APP014672,2024-05-21,19446.0,13903.0,-7.7,Salaried,Education,19.6,1,1,0,GST Portal,Verified
VER004860,APP001652,2024-05-30,47126.0,37526.0,-12.0,Salaried,Government,12.4,1,1,0,Payslip,Verified
VER004861,APP005354,2022-07-03,136392.0,112143.0,2.6,Business Owner,Healthcare,25.0,0,1,0,Employer Letter,Verified
VER004862,APP004574,2023-01-04,67729.0,77982.0,7.9,Business Owner,PSU Bank,8.0,0,1,0,Payslip,Partial
VER004863,APP001365,2022-09-05,22475.0,20897.0,7.7,Salaried,Startup,7.9,1,0,0,Employer Letter,PARTIAL
VER004864,APP013815,2023-01-23,16622.0,16539.0,-5.1,Business Owner,FMCG,5.1,0,1,1,Bank Statement,Verified
VER004865,APP007490,2023-08-13,25330.0,22949.0,9.0,Self-Employed,Retail,20.7,0,0,1,ITR,Verified
VER004866,APP005231,2022-01-30,29750.0,22471.0,-11.7,Unemployed,Government,16.4,0,1,0,Payslip,Verified
VER004867,APP014540,2022-09-08,95595.0,83887.0,1.0,Business Owner,Healthcare,4.3,0,1,1,Payslip,Verified
VER004868,APP002237,,135354.0,140672.0,1.5,Salaried,IT Company,15.5,1,1,0,Payslip,Verified
VER004869,APP005785,2023-04-14,57725.0,55661.0,3.7,Self-Employed,Startup,13.9,0,1,1,Bank Statement,Unverified
VER004870,APP000852,2022-04-12,33309.0,32835.0,9.2,Self-Employed,Startup,15.2,0,1,1,GST Portal,Partial
VER004871,APP005609,2022-01-11,24478.0,21845.0,-0.9,Freelancer,Manufacturing,1.2,0,1,0,Payslip,Verified
VER004872,APP011247,2022-03-25,24305.0,20164.0,-10.8,Salaried,Telecom,14.6,1,1,0,Payslip,Partial
VER004873,APP010819,2023-10-02,53402.0,58677.0,0.9,Freelancer,IT Company,13.2,0,1,0,Bank Statement,Partial
VER004874,APP004633,2022-12-12,170799.0,165609.0,-12.2,Salaried,Startup,1.9,1,1,0,Bank Statement,Verified
VER004875,APP006160,2023-04-10,317384.0,314034.0,-10.2,Business Owner,FMCG,14.8,0,0,1,ITR,Verified
VER004876,APP012968,2023-07-21,19589.0,17362.0,-1.1,Self-Employed,Government,13.7,0,1,1,ITR,Verified
VER004877,APP001202,2023-11-18,32165.0,27273.0,-11.8,Salaried,Government,9.8,1,1,0,ITR,Verified
VER004878,APP000756,2022-07-24,76115.0,72111.0,6.3,Salaried,PSU Bank,15.7,0,1,0,Payslip,Verified
VER004879,APP004184,2023-09-13,38817.0,36349.0,-12.1,Freelancer,IT Company,6.8,0,0,0,Payslip,Partial
VER004880,APP007019,2024-06-08,162889.0,134797.0,-8.8,Salaried,Telecom,1.6,1,0,0,ITR,Verified
VER004881,APP009321,2023-09-04,465975.0,419508.0,-2.2,Self-Employed,Retail,18.4,0,1,1,Payslip,Faild
VER004882,APP001272,2022-03-15,463839.0,360354.0,-0.7,Retired,Startup,12.2,0,0,0,ITR,Verified
VER004883,APP014461,2022-12-07,60934.0,48034.0,-12.1,Self-Employed,IT Company,17.9,0,1,1,Bank Statement,Verified
VER004884,APP014860,2022-01-02,74984.0,63751.0,-8.8,Freelancer,Startup,9.8,0,1,0,GST Portal,Failed
VER004885,APP005450,2023-08-23,202451.0,181602.0,8.3,Salaried,Startup,21.0,1,1,0,ITR,Unverified
VER004886,APP004767,2023-09-18,84954.0,84517.0,-7.1,Self-Employed,Manufacturing,11.0,0,1,1,Bank Statement,Verified
VER004887,APP002134,2024-04-08,20273.0,21385.0,-2.5,Salaried,PSU Bank,24.1,1,1,0,ITR,Verified
VER004888,APP004871,2022-03-11,161477.0,165488.0,0.9,Salaried,Education,2.8,1,1,0,GST Portal,Failed
VER004889,APP002811,2023-09-30,78901.0,74213.0,-4.5,Business Owner,Manufacturing,13.2,0,1,1,ITR,Verified
VER004890,APP012124,2023-10-22,80442.0,89020.0,6.3,Self-Employed,PSU Bank,8.9,0,1,1,Bank Statement,Verified
VER004891,APP010448,2024-06-17,50515.0,55059.0,0.1,Salaried,IT Company,-0.5,1,0,0,ITR,Verified
VER004892,APP001693,2023-01-04,83955.0,76670.0,0.5,Salaried,Government,10.7,1,1,0,Payslip,Verified
VER004893,APP014913,2022-05-06,48931.0,36474.0,-10.1,Retired,Education,16.1,0,1,0,GST Portal,Verified
VER004894,APP008082,2023-03-11,77293.0,64874.0,-2.6,Self-Employed,FMCG,20.1,0,1,0,Payslip,Verified
VER004895,APP012353,2022-04-02,174907.0,125528.0,-13.7,Self-Employed,IT Company,3.9,0,1,1,Payslip,Verified
VER004896,APP007478,,24155.0,26543.0,-0.8,Self-Employed,Healthcare,5.1,0,1,0,Payslip,Verified
VER004897,APP009536,2022-07-27,574292.0,428190.0,-10.0,Salaried,Government,10.3,1,1,0,Bank Statement,Unverified
VER004898,APP000519,2023-12-20,23654.0,17091.0,-7.8,Self-Employed,Startup,11.1,0,1,1,ITR,Unverified
VER004899,APP011180,2024-03-30,255288.0,240169.0,-1.8,Self-Employed,Startup,21.9,0,1,1,Payslip,Partial
VER004900,APP009801,2022-08-10,70783.0,62448.0,-9.9,Self-Employed,Manufacturing,21.9,0,0,1,Payslip,Verified
VER004901,APP006898,2024-06-25,36315.0,42213.0,7.3,Self-Employed,IT Company,24.5,0,0,1,GST Portal,Partial
VER004902,APP007622,2024-04-24,63966.0,55111.0,-6.2,Freelancer,IT Company,15.9,0,1,0,ITR,Verified
VER004903,APP003822,2024-04-21,21185.0,15039.0,-12.3,Salaried,Retail,3.6,1,1,0,Bank Statement,Partial
VER004904,APP009081,2022-08-17,127521.0,109436.0,-10.2,Salaried,IT Company,19.7,1,1,0,ITR,Verified
VER004905,APP013847,2023-01-10,67701.0,62346.0,-8.5,Unemployed,FMCG,22.9,0,1,0,Employer Letter,Partial
VER004906,APP006579,2023-02-24,28407.0,22503.0,-4.4,Freelancer,Startup,16.3,0,1,0,Bank Statement,Verified
VER004907,APP013354,2023-07-09,20375.0,21902.0,-0.0,Self-Employed,Healthcare,13.1,0,0,1,Payslip,Verified
VER004908,APP002650,2022-09-04,67243.0,66672.0,-0.6,Salaried,Retail,18.9,1,1,0,ITR,Verified
VER004909,APP004576,2022-05-26,127237.0,125654.0,7.5,Self-Employed,IT Company,2.1,0,1,1,Bank Statement,Verified
VER004910,APP011415,2023-03-28,71497.0,64160.0,-1.9,Freelancer,PSU Bank,-0.9,0,1,0,Bank Statement,Partial
VER004911,APP003159,2023-04-09,64971.0,68397.0,-2.5,Salaried,Manufacturing,7.3,1,1,0,Payslip,Verified
VER004912,APP009197,2022-12-01,51596.0,60014.0,8.2,Self-Employed,Telecom,14.7,0,0,1,Payslip,Unverified
VER004913,APP011484,2024-06-13,33744.0,24425.0,-6.9,Salaried,Education,12.3,1,1,0,Payslip,Verified
VER004914,APP007148,2022-05-27,53869.0,0.0,-3.7,Salaried,FMCG,6.8,1,1,0,Bank Statement,Verified
VER004915,APP000480,2022-12-25,55460.0,49894.0,-12.4,Retired,IT Company,13.9,0,1,0,Payslip,Partial
