bureau_record_id,applicant_id,bureau_name,pull_date,credit_score,total_accounts,active_accounts,payment_history_pct,credit_utilisation_pct,derogatory_marks,hard_inquiries_6m,oldest_account_yrs,total_credit_limit,outstanding_balance,missed_payments_12m
BUR0008836,APP007686,CIBIL,2023-06-21,659,10,5,76.2,47.6,0,6,11.6,1133000.0,1176341.4242359316,2
BUR0008837,APP007686,Experian,2024-03-20,650,20,8,80.6,31.4,3,4,17.9,1898000.0,121800.0,2
BUR0008838,APP007687,Experian,2022-06-15,1100,17,1,88.9,58.3,0,6,8.9,869000.0,31500.0,1
BUR0008839,APP007687,Experian,2023-06-03,479,12,9,91.0,79.0,0,2,12.5,182000.0,462100.0,4
BUR0008840,APP007688,CIBIL,2024-06-19,845,18,9,77.8,19.1,0,0,4.6,1657000.0,377500.0,0
BUR0008841,APP007689,CIBIL,2022-03-03,0,11,1,67.6,69.2,0,1,7.0,368000.0,33500.0,0
BUR0008842,APP007690,Equifax,2023-01-05,619,20,4,74.4,15.3,0,4,3.7,1380000.0,385300.0,0
BUR0008843,APP007690,CIBIL,2023-07-26,603,2,3,97.9,67.0,1,6,14.6,960000.0,244800.0,0
BUR0008844,APP007690,CRIF,2024-05-24,623,1,7,81.7,39.1,1,4,12.1,941000.0,965756.3113896903,2
BUR0008845,APP007691,Equifax,2023-07-12,880,5,5,85.7,93.0,0,4,4.6,622000.0,354600.0,4
BUR0008846,APP007691,Experian,2023-11-14,0,13,9,78.8,28.2,2,6,3.2,492000.0,541040.4002193473,0
BUR0008847,APP007692,Equifax,2023-12-19,632,20,5,85.4,59.5,0,7,5.2,1623000.0,497800.0,2
BUR0008848,APP007693,Experian,2023-12-27,691,18,3,90.3,20.7,0,1,17.1,181000.0,159800.0,0
BUR0008849,APP007694,CIBIL,2022-08-19,473,5,2,68.6,91.0,0,3,10.5,1347000.0,424800.0,5
BUR0008850,APP007694,CIBIL,2022-11-17,471,2,1,71.2,41.7,0,0,18.4,1584000.0,220500.0,3
BUR0008851,APP007695,Equifax,2023-11-15,700,1,10,95.1,78.6,1,1,6.1,777000.0,402600.0,0
BUR0008852,APP007696,Experian,2023-11-08,771,6,0,88.4,50.1,3,3,2.6,1042000.0,79000.0,1
BUR0008853,APP007697,CRIF,2022-06-11,776,3,4,66.2,25.8,0,5,2.8,201000.0,322700.0,3
BUR0008854,APP007697,Equifax,,754,8,1,92.2,4.2,1,4,18.9,1455000.0,199100.0,5
BUR0008855,APP007697,CIBIL,2023-08-15,726,19,4,62.3,76.8,3,3,14.4,157000.0,298100.0,4
BUR0008856,APP007698,Equifax,2024-03-21,420,18,5,77.4,88.7,0,0,18.6,522000.0,351000.0,0
BUR0008857,APP007699,CIBIL,2024-06-25,722,14,7,97.7,9.0,1,7,5.7,1750000.0,156500.0,0
BUR0008858,APP007700,CRIF,2023-03-02,810,3,4,83.5,6.8,1,0,8.3,853000.0,1300.0,1
BUR0008859,APP007704,Equifax,2022-08-28,878,15,0,81.5,26.2,0,2,11.0,1335000.0,108500.0,0
BUR0008860,APP007704,Experian,2023-08-09,874,7,10,88.1,31.9,0,8,2.1,1898000.0,376400.0,0
BUR0008861,APP007704,Experian,2024-05-15,852,18,1,94.2,93.7,0,1,13.2,812000.0,419300.0,3
BUR0008862,APP007706,CRIF,2022-05-20,607,1,10,73.0,12.9,0,5,1.8,599000.0,19900.0,0
BUR0008863,APP007711,CRIF,2024-02-15,709,17,0,90.8,75.1,0,1,7.2,314000.0,398100.0,0
BUR0008864,APP007712,Equifax,2023-12-24,534,7,2,95.9,52.9,0,4,5.6,1313000.0,124000.0,0
BUR0008865,APP007714,CRIF,2022-08-08,867,11,5,88.4,10.1,1,8,8.9,744000.0,300700.0,1
BUR0008866,APP007715,Experian,2023-02-10,591,11,3,85.6,51.2,0,3,7.5,1700000.0,44400.0,2
BUR0008867,APP007715,Equifax,2023-07-27,605,19,10,91.5,29.2,1,6,19.3,417000.0,479700.0,0
BUR0008868,APP007715,Experian,2024-04-04,632,5,5,84.0,18.1,0,2,12.1,1080000.0,239700.0,0
BUR0008869,APP007716,CIBIL,2022-08-10,766,4,3,66.7,30.7,0,7,7.9,1202000.0,108700.0,1
BUR0008870,APP007716,CIBIL,2023-03-19,795,7,2,92.0,57.3,1,0,6.3,1762000.0,182800.0,0
BUR0008871,APP007716,Experian,2023-05-19,773,15,7,79.6,73.9,1,4,13.6,1594000.0,92100.0,0
BUR0008872,APP007716,Equifax,2024-02-12,764,1,4,65.8,21.8,1,4,1.8,424000.0,315700.0,4
BUR0008873,APP007717,CIBIL,2023-01-08,706,5,5,74.7,92.8,0,6,2.6,393000.0,123200.0,0
BUR0008874,APP007719,Equifax,2022-03-19,748,13,4,82.6,218.9,1,0,17.6,1857000.0,9500.0,1
BUR0008875,APP007720,Equifax,2022-02-09,612,5,6,75.0,60.8,0,2,18.2,185000.0,153900.0,0
BUR0008876,APP007720,CRIF,2022-04-20,612,15,4,75.2,74.5,0,6,3.8,356000.0,132900.0,3
BUR0008877,APP007720,CRIF,2022-08-01,619,6,7,98.4,70.9,2,0,13.7,735000.0,80400.0,0
BUR0008878,APP007721,Equifax,2022-02-21,648,15,8,92.7,42.8,0,1,8.4,1424000.0,128600.0,1
BUR0008879,APP007722,CIBIL,2023-04-10,655,1,9,64.2,3.0,1,5,5.5,1971000.0,179400.0,2
BUR0008880,APP007723,CRIF,2024-05-23,819,16,5,67.8,49.1,2,1,2.9,693000.0,735584.8795946313,1
BUR0008881,APP007724,Equifax,2022-08-17,550,7,8,62.5,4.2,2,2,4.9,1312000.0,430100.0,2
BUR0008882,APP007724,CRIF,2022-11-18,569,4,5,99.0,73.3,2,6,8.0,200000.0,448900.0,0
BUR0008883,APP007725,Equifax,2022-09-23,495,16,2,81.5,62.6,1,1,13.8,1916000.0,301500.0,0
BUR0008884,APP007726,CIBIL,2023-05-05,499,16,21,76.1,4.0,0,5,14.4,1372000.0,417400.0,2
BUR0008885,APP007726,Equifax,2024-04-02,526,13,8,67.7,13.8,0,2,12.2,546000.0,403400.0,0
BUR0008886,APP007727,Experian,2022-04-09,450,2,1,89.5,228.7,0,4,15.2,603000.0,427000.0,1
BUR0008887,APP007727,Equifax,2023-04-07,441,6,9,89.0,82.0,0,2,8.3,1024000.0,43800.0,0
BUR0008888,APP007730,CRIF,2022-08-12,1100,8,10,76.8,14.9,0,4,9.4,685000.0,1500.0,2
BUR0008889,APP007732,CIBIL,2022-10-26,697,5,2,78.6,25.8,0,0,2.1,1088000.0,73100.0,2
BUR0008890,APP007734,CRIF,2024-03-01,480,2,10,92.0,33.4,1,8,10.1,1668000.0,266300.0,0
BUR0008891,APP007734,CIBIL,2024-06-20,495,20,1,83.7,82.2,0,3,9.1,1023000.0,301300.0,0
BUR0008892,APP007736,CIBIL,2023-07-11,613,19,1,62.4,33.4,0,5,17.6,1704000.0,20600.0,2
BUR0008893,APP007736,Equifax,2023-12-21,9999,13,6,85.8,57.2,0,8,18.0,1056000.0,489400.0,0
BUR0008894,APP007737,Equifx,2024-06-22,856,12,1,86.4,24.0,0,1,4.1,901000.0,97000.0,1
BUR0008895,APP007738,CIBIL,2022-05-26,407,12,1,89.7,54.3,2,6,7.0,1492000.0,484600.0,0
BUR0008896,APP007738,CIBIL,2023-04-07,425,5,2,78.1,84.2,2,2,19.0,728000.0,483000.0,0
BUR0008897,APP007738,CRIF,2023-11-03,398,2,2,71.3,82.9,1,6,0.6,433000.0,69100.0,0
BUR0008898,APP007740,CIBIL,2022-11-20,642,13,6,74.2,86.4,1,1,11.9,1363000.0,176100.0,0
BUR0008899,APP007740,Experian,2023-11-03,652,6,4,70.5,23.3,0,2,1.9,190000.0,114900.0,2
BUR0008900,APP007740,Equifax,2024-03-21,649,7,7,89.4,81.5,1,5,6.1,1934000.0,1964953.8972565776,2
BUR0008901,APP007741,Experian,2024-02-25,822,19,1,74.4,81.5,0,6,3.1,1142000.0,342100.0,1
BUR0008902,APP007742,Equifax,2022-09-17,566,7,8,98.7,27.9,0,5,5.0,901000.0,241400.0,0
BUR0008903,APP007743,CRIF,2023-12-17,578,12,7,99.6,11.9,0,0,6.3,550000.0,236100.0,0
BUR0008904,APP007744,CIBIL,2022-03-12,575,6,0,69.2,74.9,1,7,2.0,461000.0,66800.0,1
BUR0008905,APP007744,Experian,2022-05-11,561,10,0,92.4,65.8,2,7,19.7,1452000.0,176600.0,0
BUR0008906,APP007745,Equifax,2023-07-11,581,20,7,64.0,36.7,0,7,4.6,199000.0,486800.0,0
BUR0008907,APP007745,Equifax,2023-09-22,583,18,10,69.5,75.6,0,5,13.2,1823000.0,327200.0,2
BUR0008908,APP007748,CRIF,2023-08-21,626,9,8,68.2,85.0,0,3,6.6,1455000.0,31200.0,0
BUR0008909,APP007749,Experian,2024-01-05,608,15,3,82.7,15.1,0,7,4.2,538000.0,353300.0,0
BUR0008910,APP007752,Equifax,2024-05-07,876,16,1,76.6,58.6,1,2,2.1,1087000.0,131000.0,2
BUR0008911,APP007753,Equifax,2023-10-05,0,19,8,86.9,41.9,0,5,17.2,652000.0,75400.0,1
BUR0008912,APP007754,Experian,2022-10-13,418,9,10,63.7,35.5,0,6,12.2,470000.0,222200.0,0
BUR0008913,APP007754,CRIF,2023-04-22,447,13,9,96.3,51.2,1,8,4.2,987000.0,19500.0,0
BUR0008914,APP007754,CRIF,2023-11-02,431,4,9,79.3,67.5,0,8,1.9,600000.0,255200.0,0
BUR0008915,APP007757,Equifax,2022-06-29,513,12,10,74.3,83.1,0,3,1.9,1933000.0,378100.0,0
BUR0008916,APP007757,Equifax,2023-05-11,521,3,5,81.9,26.2,0,4,5.9,1536000.0,468100.0,0
BUR0008917,APP007760,Experian,2024-04-29,496,17,2,77.8,22.4,0,0,2.3,1832000.0,27200.0,1
BUR0008918,APP007761,Equifax,2022-01-19,624,14,5,70.7,49.2,2,6,17.0,1271000.0,92000.0,1
BUR0008919,APP007762,CIBIL,2023-02-22,862,6,8,97.8,81.1,0,4,17.6,849000.0,277300.0,0
BUR0008920,APP007762,CIBIL,2023-11-03,835,17,0,81.5,40.2,1,0,7.5,1302000.0,205800.0,0
BUR0008921,APP007763,Experian,2022-04-29,676,19,10,97.5,72.2,0,5,2.1,768000.0,184900.0,0
BUR0008922,APP007767,CIBIL,2023-10-30,815,17,4,92.8,47.0,0,2,8.1,279000.0,6100.0,3
BUR0008923,APP007767,CRIF,2024-05-30,830,7,6,93.6,28.1,0,3,16.3,1814000.0,39000.0,3
BUR0008924,APP007768,Equifax,2024-01-20,501,14,5,63.9,6.0,3,2,4.9,1358000.0,107000.0,0
BUR0008925,APP007768,Experian,2024-05-06,511,1,7,78.1,33.5,1,3,0.7,1540000.0,4100.0,0
BUR0008926,APP007769,CRIF,2022-03-31,428,12,7,89.9,49.6,1,7,3.1,816000.0,490700.0,0
BUR0008927,APP007770,CRIF,2022-06-02,585,15,1,83.9,84.6,0,0,11.8,1560000.0,272900.0,0
BUR0008928,APP007770,Equifax,2023-04-09,559,14,6,70.0,32.2,0,2,15.4,1611000.0,432400.0,1
BUR0008929,APP007771,Equifax,2022-12-27,419,14,4,76.7,13.7,0,3,19.0,806000.0,214400.0,0
BUR0008930,APP007772,CIBIL,2022-10-15,433,2,8,85.1,70.3,2,0,19.8,883000.0,473800.0,0
BUR0008931,APP007773,Experian,2023-05-24,743,14,4,86.2,47.0,3,4,1.7,914000.0,469500.0,0
BUR0008932,APP007773,Experian,2023-08-10,739,9,2,96.5,75.3,0,4,4.1,290000.0,192900.0,0
BUR0008933,APP007773,Equifax,2024-05-19,756,8,6,61.7,2.7,1,6,4.1,237000.0,89300.0,0
BUR0008934,APP007775,Experian,2022-07-26,741,3,5,88.1,60.4,2,7,2.7,1566000.0,378100.0,2
BUR0008935,APP007777,Equifax,2024-02-12,518,19,8,99.8,80.7,0,6,14.1,183000.0,376700.0,2
BUR0008936,APP007781,Experian,2023-04-11,886,15,6,91.7,48.8,1,0,9.0,1409000.0,493900.0,0
BUR0008937,APP007782,CIBIL,2022-01-07,625,3,6,92.6,43.0,1,5,6.7,1840000.0,178900.0,3
BUR0008938,APP007782,CRIF,2022-10-24,643,13,7,85.5,15.3,2,0,19.6,1159000.0,277800.0,0
BUR0008939,APP007782,Experian,2023-04-26,640,19,0,77.3,48.1,0,1,0.8,319000.0,22400.0,0
BUR0008940,APP007782,CRIF,2023-07-07,644,7,1,66.8,85.8,0,3,9.4,678000.0,229300.0,0
BUR0008941,APP007783,CIBIL,2022-03-19,457,19,8,92.4,71.9,3,2,6.7,659000.0,321800.0,2
BUR0008942,APP007783,Equifax,2023-02-24,457,7,8,81.7,63.6,0,2,18.5,1368000.0,159100.0,3
BUR0008943,APP007784,CRIF,2023-01-05,606,6,6,75.1,79.7,1,7,6.0,1987000.0,6000.0,0
BUR0008944,APP007785,CRIF,2022-12-12,762,13,6,63.7,74.0,2,2,3.3,692000.0,241700.0,1
BUR0008945,APP007785,CIBIL,2023-08-26,738,2,3,83.6,12.6,2,0,10.4,1379000.0,21200.0,0
BUR0008946,APP007786,CIBIL,2024-02-11,507,18,10,80.6,13.8,0,8,10.6,1163000.0,410600.0,0
BUR0008947,APP007788,CIBIL,2023-02-04,661,10,7,68.9,94.2,4,3,4.0,392000.0,452300.0,0
BUR0008948,APP007788,Equifax,2023-06-21,642,3,7,67.9,37.8,3,3,12.3,205000.0,472600.0,0
BUR0008949,APP007790,CIBIL,2022-01-06,748,16,5,75.9,94.0,1,0,4.6,664000.0,679294.0428310343,0
BUR0008950,APP007791,Experian,2022-01-25,1100,20,2,98.5,67.5,1,0,4.6,1920000.0,286800.0,0
BUR0008951,APP007791,CIBIL,2022-09-26,631,18,1,92.6,43.5,1,6,2.8,1188000.0,419500.0,1
BUR0008952,APP007792,Equifax,2024-03-16,539,1,10,63.6,85.7,2,1,6.5,1592000.0,438600.0,1
BUR0008953,APP007793,CRIF,2022-05-13,809,2,7,82.1,43.0,1,0,7.2,775000.0,233200.0,2
BUR0008954,APP007793,Experian,2022-07-16,794,14,1,78.0,21.9,0,8,5.7,433000.0,329300.0,3
BUR0008955,APP007794,Equifax,2024-02-14,447,10,7,75.3,53.4,0,3,1.5,68000.0,119900.0,0
BUR0008956,APP007796,CIBIL,2023-02-06,763,20,5,91.6,53.8,1,8,4.0,952000.0,158800.0,2
BUR0008957,APP007799,Experian,2023-12-24,607,19,9,75.7,4.2,0,3,7.0,383000.0,199400.0,0
BUR0008958,APP007799,CRIF,2024-04-23,598,4,5,71.8,18.1,0,0,10.1,1988000.0,372100.0,2
BUR0008959,APP007801,Experian,2022-10-26,657,11,6,99.0,32.6,1,2,16.5,1492000.0,391000.0,0
BUR0008960,APP007803,CRIF,2023-05-15,861,5,4,71.0,21.2,0,4,14.3,787000.0,290400.0,1
BUR0008961,APP007803,crif highmark,2023-11-07,878,2,4,64.5,16.9,0,0,19.2,1159000.0,424200.0,0
BUR0008962,APP007806,Equifax,2023-06-27,796,15,2,88.9,59.4,2,5,17.2,1639000.0,352900.0,0
BUR0008963,APP007808,Experian,2024-01-15,670,12,1,88.2,12.9,1,4,18.4,1416000.0,36900.0,2
BUR0008964,APP007809,Experian,2022-04-25,811,8,9,79.9,71.0,1,4,9.7,946000.0,395900.0,4
BUR0008965,APP007811,Equifax,2023-08-01,491,20,4,61.4,61.6,0,1,2.4,1067000.0,257300.0,0
BUR0008966,APP007811,CIBIL,2024-05-13,461,8,4,84.9,20.6,0,0,12.0,578000.0,207900.0,0
BUR0008967,APP007812,CIBIL,2023-08-23,497,9,9,63.3,70.4,0,2,0.7,126000.0,352600.0,0
BUR0008968,APP007812,CIBIL,2023-11-09,495,20,8,99.1,80.5,0,4,15.5,1901000.0,30300.0,0
BUR0008969,APP007815,CIBIL,2023-06-16,495,4,8,92.5,69.4,1,8,17.8,977000.0,97200.0,0
BUR0008970,APP007815,CRIF,2024-03-05,506,6,1,76.3,82.8,0,8,5.8,661000.0,358300.0,1
BUR0008971,APP007816,CIBIL,2024-03-15,537,1,4,78.5,24.6,0,1,11.7,1121000.0,352200.0,1
BUR0008972,APP007817,CIBIL,2023-08-16,533,6,5,71.2,6.4,0,7,14.9,618000.0,414300.0,1
BUR0008973,APP007819,Equifax,2023-03-20,473,1,9,95.5,27.4,1,3,4.6,1681000.0,79300.0,0
BUR0008974,APP007819,CRIF,2023-10-28,443,20,6,85.4,63.1,1,2,12.9,334000.0,74700.0,1
BUR0008975,APP007820,Equifax,,514,20,4,90.8,11.3,0,2,4.8,340000.0,473900.0,0
BUR0008976,APP007821,CIBIL,2024-06-05,550,18,3,82.4,15.8,0,8,7.7,495000.0,3000.0,0
BUR0008977,APP007822,CRIF,2022-01-12,667,12,3,84.9,33.6,0,3,8.5,475000.0,494400.0,0
BUR0008978,APP007823,Equifax,2022-10-08,840,1,4,70.9,81.6,1,0,11.0,680000.0,413200.0,0
BUR0008979,APP007824,Equifax,,604,18,10,83.3,18.8,0,0,6.3,151000.0,416200.0,4
BUR0008980,APP007824,Equifax,2023-06-30,585,18,3,93.1,71.0,1,7,17.4,720000.0,421000.0,1
BUR0008981,APP007825,Experian,2024-05-08,427,11,1,70.2,50.7,0,7,18.8,1726000.0,305900.0,0
BUR0008982,APP007826,Experian,2023-11-23,539,16,4,67.4,38.8,0,1,5.9,682000.0,49800.0,0
BUR0008983,APP007827,Experian,2024-05-23,667,3,0,72.5,62.9,0,8,7.6,2000000.0,75900.0,0
BUR0008984,APP007828,Equifax,2024-03-28,749,5,0,62.4,31.0,0,5,19.6,1366000.0,309400.0,0
BUR0008985,APP007828,CRIF,2024-06-19,774,9,1,88.1,1.7,4,8,3.7,841000.0,174200.0,0
BUR0008986,APP007829,CRIF,2024-01-20,580,6,8,72.9,74.5,0,3,13.0,1913000.0,75600.0,0
BUR0008987,APP007830,Experian,2022-09-05,694,15,1,83.8,58.6,2,5,6.0,212000.0,109500.0,4
BUR0008988,APP007830,Equifax,2023-06-03,665,4,4,61.0,8.6,1,3,15.1,1443000.0,311500.0,0
BUR0008989,APP007830,CRIF,2023-12-31,654,15,10,73.2,38.6,0,7,18.9,1313000.0,165400.0,0
BUR0008990,APP007832,CIBIL,2023-04-11,618,3,2,73.5,55.3,0,8,8.1,687000.0,127600.0,2
BUR0008991,APP007832,Equifax,2024-02-25,637,3,7,80.3,55.7,0,6,14.1,481000.0,452500.0,0
BUR0008992,APP007833,CIBIL,2024-05-17,435,3,6,79.2,47.8,0,6,7.1,1971000.0,345600.0,4
BUR0008993,APP007836,Equifax,2023-01-03,817,4,5,91.4,91.0,2,8,15.8,109000.0,102600.0,0
BUR0008994,APP007837,CRIF,2022-08-04,510,15,0,65.5,34.7,0,5,14.1,243000.0,451100.0,2
BUR0008995,APP007837,CRIF,2023-01-26,496,19,10,72.3,19.3,1,2,5.8,199000.0,352400.0,2
BUR0008996,APP007837,Equifax,2023-10-22,526,12,0,93.8,12.0,0,3,12.8,1229000.0,28200.0,1
BUR0008997,APP007838,Equifax,2023-07-01,484,7,6,69.4,92.9,1,4,1.4,1389000.0,76600.0,4
BUR0008998,APP007838,CIBIL,2023-10-17,469,2,6,84.1,23.3,0,3,18.0,1405000.0,246400.0,3
BUR0008999,APP007839,CIBIL,2023-08-20,642,18,5,97.6,11.0,0,4,0.6,848000.0,348500.0,4
BUR0009000,APP007840,CIBIL,2023-05-11,731,11,9,65.7,34.8,1,6,19.4,132000.0,396200.0,4
BUR0009001,APP007843,CIBIL,2023-07-03,652,1,6,77.3,92.1,4,1,12.3,1896000.0,169600.0,3
BUR0009002,APP007843,CIBIL,2024-01-04,667,14,3,88.5,2.3,2,2,12.2,1026000.0,280100.0,0
BUR0009003,APP007844,CRIF,2022-10-07,854,6,4,79.4,20.1,0,1,4.3,684000.0,79800.0,0
BUR0009004,APP007845,CRIF,2022-08-26,535,10,8,75.3,77.9,2,1,17.4,234000.0,234100.0,0
BUR0009005,APP007845,Equifax,2023-03-16,526,15,4,91.9,9.2,1,1,11.0,1857000.0,224700.0,1
BUR0009006,APP007846,CIBIL,2022-08-26,489,9,2,70.8,34.9,0,3,6.2,1300000.0,347700.0,0
BUR0009007,APP007847,CRIF,2022-01-23,646,2,0,70.2,38.1,2,6,19.2,1645000.0,256200.0,1
BUR0009008,APP007847,CIBIL,2022-10-10,623,20,4,74.6,88.7,1,6,17.7,998000.0,311700.0,5
BUR0009009,APP007848,CRIF,2023-01-03,582,13,10,60.6,82.7,2,0,1.5,799000.0,492500.0,2
BUR0009010,APP007849,Experian,2024-04-14,746,7,9,97.7,77.9,2,1,18.4,1903000.0,185800.0,1
BUR0009011,APP007850,CIBIL,2022-05-14,426,7,5,79.9,81.0,2,0,15.6,671000.0,479800.0,2
BUR0009012,APP007852,Experian,,724,18,8,74.6,29.3,1,4,6.6,709000.0,189400.0,1
BUR0009013,APP007853,Experian,2022-01-13,822,19,6,70.0,8.0,0,0,15.9,1975000.0,21800.0,0
BUR0009014,APP007854,CIBIL,2023-04-29,726,3,6,72.9,31.4,0,0,9.4,1368000.0,255800.0,0
BUR0009015,APP007854,CIBIL,2023-12-29,727,20,0,73.9,12.6,0,2,18.0,159000.0,1000.0,0
BUR0009016,APP007854,Experian,2024-04-11,706,18,2,71.1,161.0,0,7,16.0,1469000.0,343600.0,2
BUR0009017,APP007856,Experian,2024-03-16,589,12,4,84.5,43.5,1,7,13.7,1387000.0,416500.0,0
BUR0009018,APP007859,Experian,2023-06-16,797,19,0,95.3,52.6,0,8,15.5,412000.0,330900.0,1
BUR0009019,APP007860,CIBIL,2022-09-20,607,19,4,92.3,8.2,0,8,14.9,1283000.0,68100.0,0
BUR0009020,APP007861,CRIF,2023-06-29,643,2,2,92.7,13.8,0,7,15.0,628000.0,488100.0,1
BUR0009021,APP007862,Equifax,2023-03-12,877,11,9,91.1,21.4,0,4,6.2,826000.0,112000.0,0
BUR0009022,APP007862,CIBIL,2023-10-22,899,19,8,84.7,67.8,0,3,12.2,1423000.0,239000.0,0
BUR0009023,APP007862,Equifax,2024-06-14,881,8,6,95.2,3.4,2,4,9.4,825000.0,154200.0,0
BUR0009024,APP007864,CRIF,2023-09-12,787,19,3,96.5,53.3,2,0,10.2,340000.0,126600.0,2
BUR0009025,APP007864,Equifax,2024-06-12,798,4,7,99.8,64.1,4,3,6.6,588000.0,173700.0,3
BUR0009026,APP007866,Experian,2024-03-02,507,5,10,94.3,76.3,2,8,11.1,1001000.0,1018201.0588149886,0
BUR0009027,APP007867,CRIF,2022-08-20,484,17,0,67.5,88.9,0,6,17.5,367000.0,35500.0,0
BUR0009028,APP007867,CRIF,2022-12-19,472,1,6,89.2,22.4,0,5,11.3,763000.0,483300.0,2
BUR0009029,APP007869,CRIF,2023-08-15,405,17,9,84.9,79.6,0,5,9.0,796000.0,148300.0,1
BUR0009030,APP007869,Experian,2023-10-19,426,20,0,94.8,77.8,0,3,8.0,1204000.0,270000.0,1
BUR0009031,APP007871,CRIF,2023-01-18,664,6,1,79.0,85.2,0,2,2.1,845000.0,134500.0,2
BUR0009032,APP007871,Equifax,,689,1,2,73.1,73.2,0,2,15.2,1837000.0,241800.0,0
BUR0009033,APP007871,CIBIL,2024-03-13,713,12,2,61.5,47.4,1,0,4.1,435000.0,298100.0,0
BUR0009034,APP007872,CIBIL,2024-01-06,789,17,3,71.1,61.6,0,7,10.5,354000.0,20900.0,0
BUR0009035,APP007873,CRIF,2022-09-08,494,17,10,64.0,199.5,0,2,12.6,592000.0,278400.0,0
BUR0009036,APP007874,Experian,2024-04-10,494,11,3,97.3,47.2,0,2,13.7,219000.0,210400.0,0
BUR0009037,APP007875,CRIF,2023-07-02,884,15,4,68.5,22.7,0,8,10.3,1328000.0,70100.0,0
BUR0009038,APP007876,CIBIL,2022-02-22,437,12,10,94.9,35.4,0,6,12.8,988000.0,81900.0,1
BUR0009039,APP007876,CRIF,2022-10-09,411,5,5,71.8,48.2,1,6,15.6,97000.0,416700.0,1
BUR0009040,APP007876,Experian,2023-06-04,393,9,1,82.7,65.9,2,6,10.1,1553000.0,165500.0,0
BUR0009041,APP007879,CRIF,2023-07-29,695,8,10,81.1,25.2,1,6,9.8,583000.0,339600.0,0
BUR0009042,APP007879,Experian,2024-02-23,0,15,1,76.8,51.0,2,0,5.6,1974000.0,267500.0,0
BUR0009043,APP007879,CRIF,2024-06-26,735,16,5,80.4,43.0,0,5,11.5,1689000.0,183100.0,0
BUR0009044,APP007880,CRIF,2023-11-13,582,6,4,83.4,57.9,0,3,1.2,337000.0,98200.0,5
BUR0009045,APP007882,CIBIL,2024-06-21,840,9,1,92.9,7.6,0,1,1.0,747000.0,479600.0,1
BUR0009046,APP007883,CIBIL,2024-05-26,703,12,4,77.5,44.2,1,2,16.7,730000.0,262900.0,0
BUR0009047,APP007884,Experian,2024-06-02,521,19,0,99.7,22.4,0,0,0.7,959000.0,87300.0,0
BUR0009048,APP007885,CIBIL,2022-12-30,544,18,3,71.0,63.8,0,1,7.9,745000.0,46600.0,0
BUR0009049,APP007885,Experian,2023-07-03,570,10,1,61.7,51.6,2,6,4.8,687000.0,224500.0,0
BUR0009050,APP007885,Equifax,2024-01-11,556,16,4,95.0,55.4,1,1,14.4,405000.0,304000.0,2
BUR0009051,APP007886,Experian,2023-10-18,843,14,1,90.3,7.5,1,4,11.7,1371000.0,427500.0,0
BUR0009052,APP007887,CIBIL,2024-04-09,489,17,8,117.3,42.8,1,6,6.8,496000.0,264100.0,0
BUR0009053,APP007888,CIBIL,2022-01-20,634,10,1,83.6,44.8,3,5,12.0,1740000.0,348500.0,0
BUR0009054,APP007889,Equifax,2022-01-03,658,16,0,76.1,26.8,1,6,13.9,248000.0,364000.0,3
BUR0009055,APP007889,Experian,2022-06-25,659,17,5,86.1,48.3,2,6,4.7,1640000.0,377200.0,0
BUR0009056,APP007889,Experian,2023-03-12,680,4,2,93.4,9.1,0,4,14.1,1393000.0,142900.0,2
BUR0009057,APP007890,Equifax,2022-08-22,701,14,10,77.0,47.4,0,7,7.0,1133000.0,241100.0,0
BUR0009058,APP007890,Equifax,2023-05-06,706,4,4,95.3,4.1,0,0,5.3,1976000.0,499800.0,1
BUR0009059,APP007892,CRIF,2024-01-11,846,8,4,73.7,37.0,0,1,2.5,1909000.0,188200.0,1
BUR0009060,APP007892,CIBIL,2024-06-23,854,11,7,63.9,0.6,0,0,7.2,454000.0,274600.0,1
BUR0009061,APP007893,Equifax,2024-04-27,635,17,9,98.0,18.4,0,1,5.3,1547000.0,7100.0,0
BUR0009062,APP007894,CIBIL,2022-01-06,473,17,8,91.5,86.6,0,6,2.4,1733000.0,155700.0,0
BUR0009063,APP007896,Experian,2023-01-27,469,14,5,67.8,70.4,0,6,19.7,849000.0,291100.0,2
BUR0009064,APP007897,CIBIL,2024-03-16,826,9,4,78.6,9.5,0,8,9.4,548000.0,140300.0,1
BUR0009065,APP007898,Equifax,2022-12-10,782,16,4,73.8,6.0,0,6,9.5,1724000.0,417000.0,0
BUR0009066,APP007898,CIBIL,2023-10-31,799,5,10,88.3,14.5,4,3,18.7,1989000.0,484700.0,1
BUR0009067,APP007901,Equifax,2023-12-04,462,20,4,89.1,14.7,3,0,5.1,370000.0,304200.0,1
BUR0009068,APP007902,Equifax,2023-11-17,479,19,4,94.8,81.7,1,5,12.0,656000.0,291000.0,0
BUR0009069,APP007902,CRIF,2024-01-20,501,4,6,92.1,78.6,0,1,16.9,1980000.0,429000.0,1
BUR0009070,APP007905,CIBIL,2022-07-15,587,15,0,61.4,32.0,0,3,0.6,278000.0,66800.0,0
BUR0009071,APP007905,Equifax,2022-12-19,564,6,8,81.1,30.9,4,6,2.0,1917000.0,78400.0,0
BUR0009072,APP007906,CIBIL,2023-07-16,678,1,8,66.2,45.6,1,6,17.8,1156000.0,286100.0,0
