application_id,applicant_id,application_date,product_type,loan_purpose,loan_amount,declared_income,employment_type,employer_category,credit_score,debt_to_income,interest_rate,decision,decision_date,loan_tenure_months,city,age
LNA0010684,APP008430,2023-04-15,Home Loan,Business,617000.0,330787.0,Salaried,Healthcare,735,3.3,16.95,Approved,2023-04-18,240,Hyderabad,21
LNA0010685,APP008430,2024-01-16,Home Loan,Business,191000.0,294994.0,Salaried,Healthcare,735,1.0,14.99,Approved,2024-01-20,180,Hyderabad,21
LNA0010686,APP008431,2022-01-02,Personal Loan,Home Purchase,91000.0,450785.0,Retired,Government,518,0.3,18.87,Declined,2022-01-16,24,Mumbai,49
LNA0010687,APP008432,2022-09-12,Auto Loan,Debt Consolidation,178000.0,103167.0,Salaried,Telecom,718,2.8,15.57,Declined,2022-09-16,12,Ahmedabad,62
LNA0010688,APP008433,2022-11-26,Credit Card,Personal,4382000.0,23782.0,Self-Employed,IT Company,332,331.5,24.88,Declined,2022-12-06,12,Pune,46
LNA0010689,APP008434,2023-11-09,Home Loan,Education,4651000.0,66052.0,Retired,PSU Bank,350,120.9,24.13,Pending,2023-11-23,180,Ahmedabad,47
LNA0010690,APP008435,2023-09-21,Auto Loan,Business,50000.0,43700.0,Self-Employed,Startup,600,1.8,17.73,Declined,2023-09-22,24,Chennai,31
LNA0010691,APP008435,2024-03-02,Credit Card,Vehicle,966000.0,56909.0,Self-Employed,Startup,600,33.9,17.52,Approved,2024-03-10,36,Chennai,31
LNA0010692,APP008436,2023-11-10,Credit Card,Medical,4272000.0,45249.0,Self-Employed,Manufacturing,307,200.3,25.44,Declined,2023-11-11,180,Kolkata,44
LNA0010693,APP008437,2023-01-14,Business Loan,Education,102000.0,79904.0,Salaried,Manufacturing,709,2.7,15.96,Approved,2023-01-18,240,Pune,26
LNA0010694,APP008438,2022-11-06,Home Loan,Vehicle,857000.0,16439.0,Salaried,Telecom,713,93.7,16.55,Pending,2022-11-13,120,Kolkata,29
LNA0010695,APP008439,2022-02-24,Credit Card,Personal,192000.0,29202.0,Retired,Retail,741,10.1,14.33,Declined,2022-03-01,60,Hyderabad,43
LNA0010696,APP008440,2023-08-22,Home Loan,Home Purchase,72000.0,66696.0,Salaried,Education,685,2.0,16.74,Declined,2023-09-01,180,Ahmedabad,26
LNA0010697,APP008440,2024-05-05,Auto Loan,Education,4859000.0,73542.0,Salaried,Education,1200,134.9,16.99,Declined,2024-05-07,240,Ahmedabad,26
LNA0010698,APP008441,2023-07-07,Personal Loan,Vehicle,162000.0,78863.0,Business Owner,IT Company,517,3.4,20.29,Declined,2023-07-17,48,Ahmedabad,44
LNA0010699,APP008442,2023-08-21,Credit Card,Personal,641000.0,131114.0,Salaried,Education,759,9.4,16.37,Declined,2023-08-30,60,Pune,63
LNA0010700,APP008443,2022-01-26,Business Loan,Debt Consolidation,93000.0,34578.0,Salaried,Healthcare,415,4.2,21.11,Declined,2022-02-04,240,Kolkata,21
LNA0010701,APP008443,2022-08-11,Credit Card,Business,178000.0,42122.0,Salaried,Healthcare,415,8.1,21.3,Declined,2022-08-17,120,Kolkata,21
LNA0010702,APP008443,2023-02-06,Auto Loan,Medical,183000.0,45178.0,Salaried,Healthcare,415,8.3,23.16,Declined,2023-02-12,120,Kolkata,21
LNA0010703,APP008444,2024-03-31,Auto Loan,Debt Consolidation,928000.0,59541.0,Freelancer,Education,826,27.0,15.3,Approved,2024-04-12,24,Hyderabad,60
LNA0010704,APP008445,2023-10-01,Personal Loan,Personal,130000.0,73997.0,Freelancer,FMCG,828,3.7,12.84,Declined,2023-09-26,36,Chennai,47
LNA0010705,APP008446,2023-08-07,Auto Loan,Education,746000.0,19126.0,Salaried,FMCG,851,73.1,13.28,Approved,2023-08-10,24,Kolkata,42
LNA0010706,APP008447,2023-06-07,Home Loan,Personal,4186000.0,29747.0,Salaried,Retail,644,273.7,16.76,Approved,2023-06-14,36,Bangalore,36
LNA0010707,APP008448,2022-01-17,Business Loan,Debt Consolidation,789000.0,150651.0,Salaried,Government,579,11.3,18.09,Withdrawn,2022-01-24,240,Bangalore,46
LNA0010708,APP008448,2022-07-24,Personal Loan,Medical,199000.0,136867.0,Salaried,Government,579,2.8,19.5,Pending,2022-08-03,180,Bangalore,46
LNA0010709,APP008449,2022-10-10,Credit Card,Home Purchase,696000.0,19284.0,Salaried,Retail,865,66.2,12.48,Approved,2022-10-11,12,Bangalore,51
LNA0010710,APP008450,2023-04-05,Personal Loan,Debt Consolidation,1957000.0,36189.0,Self-Employed,Education,836,112.1,12.61,Approved,2023-04-14,36,Pune,24
LNA0010711,APP008451,2022-02-11,Personal Loan,Home Purchase,507000.0,45769.0,Business Owner,Telecom,516,16.7,18.99,Declined,2022-02-15,60,Bangalore,56
LNA0010712,APP008452,2022-11-03,Personal Loan,Vehicle,3293000.0,276507.0,Salaried,Startup,744,20.6,15.66,Declined,2022-11-10,180,Ahmedabad,64
LNA0010713,APP008453,2022-10-07,Personal Loan,Business,929000.0,47820.0,Freelancer,FMCG,467,34.3,20.37,Declined,2022-10-17,24,Ahmedabad,35
LNA0010714,APP008453,2023-10-05,Personal Loan,Education,146000.0,49768.0,Freelancer,FMCG,467,5.4,21.74,Declined,2023-10-18,36,Ahmedabad,35
LNA0010715,APP008454,2022-10-24,Auto Loan,Medical,99000.0,59359.0,Business Owner,Telecom,359,3.4,24.76,Withdrawn,2022-11-03,120,Hyderabad,44
LNA0010716,APP008455,2022-07-15,Business Loan,Education,84000.0,110604.0,Salaried,Startup,664,1.3,16.22,Declined,2022-07-20,84,Bangalore,23
LNA0010717,APP008455,2022-12-02,Auto Loan,Business,85000.0,98093.0,Salaried,Startup,664,1.3,17.8,Approved,2022-12-08,84,Bangalore,23
LNA0010718,APP008456,2022-11-13,Business Loan,Business,4535000.0,71821.0,Self-Employed,Startup,726,106.2,16.56,Approved,2022-11-27,12,Ahmedabad,43
LNA0010719,APP008456,2023-09-19,Personal Loan,Education,490000.0,75287.0,Self-Employed,Startup,726,11.5,17.04,Approved,2023-09-26,240,Ahmedabad,43
LNA0010720,APP008457,2022-11-27,Auto Loan,Education,97000.0,48131.0,Salaried,Manufacturing,400,4.0,22.67,Withdrawn,2022-11-30,120,Chennai,52
LNA0010721,APP008457,2023-05-08,Personal Loan,Business,782000.0,45076.0,Salaried,Manufacturing,400,32.6,21.23,Withdrawn,2023-05-10,84,Chennai,52
LNA0010722,APP008458,2023-05-24,Auto Loan,Debt Consolidation,667000.0,89987.0,Self-Employed,Retail,355,15.3,24.42,Declined,2023-06-04,240,Ahmedabad,38
LNA0010723,APP008459,2024-05-27,Personal Loan,Home Purchase,528000.0,48161.0,Salaried,Telecom,393,21.6,21.43,Declined,2024-06-04,180,Kolkata,65
LNA0010724,APP008460,2022-03-26,Home Loan,Education,-580000.0,39569.0,Unemployed,Government,892,25.0,11.76,Approved,2022-04-03,24,Kolkata,27
LNA0010725,APP008461,2022-10-24,Business Loan,Debt Consolidation,868000.0,32649.0,Business Owner,Manufacturing,303,47.9,23.59,Declined,2022-10-25,12,Delhi,39
LNA0010726,APP008461,2023-04-30,Home Loan,Business,90000.0,37414.0,Business Owner,Manufacturing,303,5.0,24.07,Declined,2023-05-14,60,Delhi,39
LNA0010727,APP008462,2024-02-10,Home Loan,Personal,112000.0,38253.0,Retired,Manufacturing,632,6.0,17.82,Declined,2024-02-18,24,Hyderabad,53
LNA0010728,APP008463,2024-04-03,Home Loan,Debt Consolidation,333000.0,200193.0,Business Owner,Startup,734,2.9,14.64,Approved,2024-04-09,120,Chennai,56
LNA0010729,APP008464,2022-12-03,Credit Card,Vehicle,224000.0,18870.0,Business Owner,IT Company,583,23.8,20.17,Withdrawn,2022-12-16,12,Delhi,39
LNA0010730,APP008465,2023-10-26,Auto Loan,Education,66000.0,51829.0,Salaried,Telecom,817,2.4,14.34,Approved,2023-11-04,48,Kolkata,40
LNA0010731,APP008465,2024-01-23,Credit Card,Business,1176000.0,52789.0,Salaried,Telecom,817,43.4,15.04,Approved,2024-01-25,48,Kolkata,40
LNA0010732,APP008466,2023-06-28,Home Loan,Business,385000.0,347442.0,Business Owner,Education,503,2.3,20.75,Declined,2023-07-05,60,Delhi,30
LNA0010733,APP008467,2023-07-05,Credit Card,Personal,956000.0,203438.0,Salaried,Healthcare,682,9.2,18.3,Approved,2023-07-17,84,Pune,51
LNA0010734,APP008468,2022-11-26,Business Loan,Business,1129000.0,125391.0,Retired,Retail,553,16.6,18.0,Declined,2022-12-06,84,Kolkata,55
LNA0010735,APP008468,2023-11-13,Auto Loan,Education,923000.0,114641.0,Retired,Retail,553,13.5,18.88,Approved,2023-11-17,24,Kolkata,55
LNA0010736,APP008469,2023-05-26,Credit Card,Home Purchase,139000.0,81419.0,Salaried,Education,483,3.1,21.3,Declined,2023-05-30,84,Chennai,23
LNA0010737,APP008469,2023-11-28,Personal Loan,Personal,179000.0,70372.0,Salaried,Education,483,4.0,20.43,Declined,2023-11-29,120,Chennai,23
LNA0010738,APP008470,2023-04-25,Home Loan,Business,144000.0,419437.0,Self-Employed,IT Company,544,0.7,20.81,Declined,2023-05-01,36,Ahmedabad,25
LNA0010739,APP008471,2022-07-04,Home Loan,Education,654000.0,38270.0,Self-Employed,Startup,376,30.2,22.6,Withdrawn,2022-07-11,60,Pune,29
LNA0010740,APP008472,2023-08-08,Credit Card,Home Purchase,-457000.0,473462.0,Freelancer,PSU Bank,544,1.9,20.7,Declined,2023-08-19,180,Delhi,28
LNA0010741,APP008473,2023-11-29,Home Loan,Debt Consolidation,4742000.0,92782.0,Self-Employed,IT Company,481,103.5,20.62,Withdrawn,2023-12-01,36,Bangalore,46
LNA0010742,APP008474,2023-06-23,Credit Card,Education,641000.0,73928.0,Salaried,Retail,426,14.3,21.68,Declined,2023-06-29,240,Pune,57
LNA0010743,APP008474,2023-10-23,Business Loan,Debt Consolidation,76000.0,71238.0,Salaried,Retail,-1,1.7,22.94,Declined,2023-10-28,240,Pune,57
LNA0010744,APP008475,2023-08-03,Business Loan,Business,66000.0,50300.0,Unemployed,FMCG,837,2.1,14.99,Withdrawn,2023-08-14,48,Mumbai,23
LNA0010745,APP008476,2022-12-17,Credit Card,Personal,581000.0,42122.0,Freelancer,Telecom,529,21.8,20.12,Declined,2022-12-13,12,Ahmedabad,47
LNA0010746,APP008477,2023-07-21,Auto Loan,Personal,173000.0,47275.0,Salaried,Government,364,7.5,24.58,Withdrawn,2023-07-22,120,Ahmedabad,37
LNA0010747,APP008478,2022-10-18,Business Loan,Home Purchase,102000.0,33897.0,Unemployed,Healthcare,301,5.9,25.95,Declined,2022-10-21,12,Delhi,32
LNA0010748,APP008479,2022-11-14,Business Loan,Business,-817000.0,81580.0,Self-Employed,Retail,453,20.2,22.33,Declined,2022-11-23,180,Kolkata,56
LNA0010749,APP008480,2023-10-23,Business Loan,Personal,2892000.0,218277.0,Salaried,IT Company,714,26.0,17.64,Approved,2023-11-03,36,Bangalore,36
LNA0010750,APP008480,2024-05-28,Business Loan,Home Purchase,111000.0,184590.0,Salaried,IT Company,714,1.0,16.66,Declined,2024-06-10,24,Bangalore,36
LNA0010751,APP008481,2024-03-31,Auto Loan,Debt Consolidation,298000.0,161788.0,Salaried,Telecom,386,3.9,21.37,Declined,2024-04-08,24,Pune,44
LNA0010752,APP008482,2023-04-10,Home Loan,Debt Consolidation,1966000.0,53336.0,Salaried,IT Company,557,57.0,19.81,Declined,2023-04-16,84,Kolkata,38
LNA0010753,APP008483,2022-09-26,Auto Loan,Debt Consolidation,2009000.0,95542.0,Salaried,PSU Bank,427,42.4,21.82,Declined,2022-10-04,240,Chennai,26
LNA0010754,APP008483,2023-07-09,Home Loan,Personal,321000.0,79740.0,Salaried,PSU Bank,427,6.8,22.61,Declined,2023-07-22,120,Chennai,26
LNA0010755,APP008484,2023-07-11,Business Loan,Education,1709000.0,33730.0,Salaried,IT Company,333,85.8,24.24,Withdrawn,2023-07-23,120,Kolkata,63
LNA0010756,APP008485,2023-08-19,Business Loan,Medical,473000.0,19322.0,Self-Employed,Telecom,598,38.4,19.19,Approved,2023-08-31,48,Mumbai,53
LNA0010757,APP008485,2024-01-20,Personal Loan,Business,148000.0,20430.0,Self-Employed,Telecom,598,12.0,19.35,Declined,2024-01-23,180,Mumbai,53
LNA0010758,APP008486,2022-02-14,Auto Loan,Debt Consolidation,200000.0,78220.0,Retired,Telecom,800,5.2,15.34,Approved,2022-02-27,60,Ahmedabad,33
LNA0010759,APP008487,2023-02-28,Personal Loan,Vehicle,188000.0,104015.0,Salaried,Retail,690,3.6,17.0,Approved,2023-03-10,240,Delhi,61
LNA0010760,APP008488,2023-06-24,Credit Card,Home Purchase,997000.0,140378.0,Buisness Owner,Government,437,11.3,20.81,Declined,2023-07-04,120,Delhi,46
LNA0010761,APP008489,2022-03-15,Business Loan,Education,165000.0,24755.0,Salaried,Startup,561,14.4,19.51,Approved,2022-03-27,84,Mumbai,32
LNA0010762,APP008490,2023-10-27,Business Loan,Personal,185000.0,0.0,Self-Employed,Manufacturing,1200,0.7,16.56,Approved,2023-11-06,12,Ahmedabad,27
LNA0010763,APP008491,2022-04-09,Home Loan,Debt Consolidation,162000.0,35588.0,Salaried,Manufacturing,603,9.0,19.45,Declined,2022-04-22,240,Ahmedabad,58
LNA0010764,APP008492,2022-02-23,Home Loan,Personal,66000.0,65717.0,Business Owner,PSU Bank,850,2.1,12.55,Approved,2022-03-05,60,Pune,34
LNA0010765,APP008493,2024-05-16,Credit Card,Home Purchase,405000.0,61311.0,Self-Employed,Startup,303,13.0,23.27,Declined,2024-05-19,180,Bangalore,37
LNA0010766,APP008494,2022-05-10,Business Loan,Education,358000.0,87311.0,Salaried,Government,672,8.2,16.59,Approved,2022-05-14,12,Bangalore,50
LNA0010767,APP008495,2022-07-10,Home Loan,Debt Consolidation,193000.0,45392.0,Salaried,Retail,790,7.5,14.16,Approved,2022-07-16,180,Mumbai,51
LNA0010768,APP008495,2022-11-11,Personal Loan,Personal,3366000.0,50736.0,Salaried,Retail,790,129.9,14.7,Approved,2022-11-24,48,Mumbai,51
LNA0010769,APP008496,2024-05-16,Personal Loan,Education,844000.0,21041.0,Self-Employed,Government,536,60.4,18.91,Declined,2024-05-23,36,Mumbai,55
LNA0010770,APP008497,2023-04-22,Business Loan,Medical,78000.0,40634.0,Freelancer,Telecom,874,3.5,13.71,Declined,2023-05-02,48,Kolkata,41
LNA0010771,APP008498,2023-10-12,Auto Loan,Personal,4662000.0,26419.0,Salaried,Telecom,410,277.8,23.17,Declined,2023-10-21,12,Ahmedabad,65
LNA0010772,APP008498,2024-06-19,Auto Loan,Vehicle,296000.0,34657.0,Salaried,Telecom,410,17.6,21.34,Withdrawn,2024-06-28,24,Ahmedabad,65
LNA0010773,APP008499,2022-12-04,Auto Loan,Home Purchase,669000.0,74014.0,Salaried,Retail,631,16.7,18.15,Declined,2022-12-10,48,Pune,59
LNA0010774,APP008499,2023-07-25,Business Loan,Vehicle,181000.0,73940.0,Salaried,Retail,631,4.5,17.7,Approved,2023-08-03,120,Pune,59
LNA0010775,APP008500,2023-12-25,Auto Loan,Home Purchase,3048000.0,312845.0,Self-Employed,Education,755,19.5,15.64,Approved,2024-01-08,120,Pune,49
LNA0010776,APP008501,2023-07-30,Personal Loan,Vehicle,81000.0,152789.0,Unemployed,Government,549,0.9,18.07,Declined,2023-08-08,24,Bangalore,30
LNA0010777,APP008501,2023-10-27,Home Loan,Personal,447000.0,181685.0,Unemployed,Government,549,5.1,18.34,Declined,2023-11-03,240,Bangalore,30
LNA0010778,APP008502,2022-08-23,Home Loan,Business,719000.0,25676.0,Unemployed,Government,630,44.0,16.87,Declined,2022-08-24,180,Ahmedabad,35
LNA0010779,APP008503,2022-01-10,Credit Card,Personal,99000.0,66064.0,Retired,FMCG,493,2.3,19.66,Declined,2022-01-21,12,Delhi,41
LNA0010780,APP008504,2022-03-01,Personal Loan,Debt Consolidation,183000.0,33673.0,Unemployed,PSU Bank,376,9.3,21.88,Declined,2022-03-12,60,Mumbai,35
LNA0010781,APP008504,2022-06-12,Personal Loan,Debt Consolidation,170000.0,40402.0,Unemployed,PSU Bank,376,8.7,22.24,Declined,2022-06-16,48,Mumbai,35
LNA0010782,APP008504,2022-11-28,Business Loan,Home Purchase,840000.0,31200.0,Unemployed,PSU Bank,376,42.8,22.69,Declined,2022-11-30,60,Mumbai,35
LNA0010783,APP008505,2024-04-26,Home Loan,Debt Consolidation,303000.0,204509.0,Salaried,IT Company,524,2.6,18.96,Declined,2024-05-05,84,Delhi,51
LNA0010784,APP008506,2024-03-06,Auto Loan,Home Purchase,593000.0,66833.0,Salaried,Startup,670,15.0,16.83,Declined,2024-03-19,240,Hyderabad,33
LNA0010785,APP008507,2022-08-06,Credit Card,Business,4568000.0,82460.0,Unemployed,IT Company,323,100.7,24.81,Approved,2022-08-15,48,Delhi,57
LNA0010786,APP008507,2023-06-18,Credit Card,Medical,94000.0,97696.0,Unemployed,IT Company,323,2.1,25.42,Declined,2023-06-30,180,Delhi,57
LNA0010787,APP008507,2024-01-20,Auto Loan,Debt Consolidation,86000.0,74649.0,Unemployed,IT Company,323,1.9,24.27,Declined,2024-01-30,60,Delhi,57
LNA0010788,APP008508,2024-06-03,Personal Loan,Vehicle,199000.0,34021.0,Salaried,PSU Bank,449,11.5,20.17,Declined,2024-06-07,84,Pune,65
LNA0010789,APP008509,2023-10-13,Credit Card,Debt Consolidation,1489000.0,22167.0,Business Owner,Government,344,107.0,24.49,Declined,2023-10-21,240,Ahmedabad,44
LNA0010790,APP008510,2022-08-12,Auto Loan,Education,85000.0,35823.0,Self-Employed,Education,306,3.9,24.36,Declined,2022-08-20,180,Mumbai,42
LNA0010791,APP008510,2023-07-18,Personal Loan,Home Purchase,894000.0,34139.0,Self-Employed,Education,306,41.1,25.43,Declined,2023-07-24,240,Mumbai,42
LNA0010792,APP008511,2024-03-20,Business Loan,Vehicle,884000.0,18663.0,Salaried,Healthcare,579,94.6,20.23,Declined,2024-03-24,240,Pune,43
LNA0010793,APP008512,2022-12-11,Business Loan,Vehicle,-190000.0,27362.0,Business Owner,Education,714,13.0,16.96,Withdrawn,2022-12-16,240,Pune,64
LNA0010794,APP008513,2022-01-17,Business Loan,Business,131000.0,56521.0,Self-Employed,Telecom,310,4.0,24.83,Withdrawn,2022-01-19,84,Kolkata,62
LNA0010795,APP008514,2022-05-22,Personal Loan,Home Purchase,177000.0,74711.0,Salaried,Startup,755,4.4,14.15,Approved,2022-05-26,36,Ahmedabad,39
LNA0010796,APP008514,2022-08-20,Home Loan,Medical,780000.0,85354.0,Salaried,Startup,755,19.6,14.62,Withdrawn,2022-08-24,60,Ahmedabad,39
LNA0010797,APP008515,2023-04-05,Home Loan,Home Purchase,1771000.0,21427.0,Salaried,Education,308,127.4,23.89,Declined,2023-04-12,48,Delhi,56
LNA0010798,APP008516,2023-11-28,Home Loan,Personal,748000.0,356867.0,Salaried,Education,322,4.2,24.56,Approved,2023-11-23,24,Delhi,37
LNA0010799,APP008517,2023-05-25,Auto Loan,Home Purchase,863000.0,69293.0,Salaried,Telecom,650,26.2,16.14,Approved,2023-06-04,48,Bangalore,36
LNA0010800,APP008518,2022-11-18,Personal Loan,Debt Consolidation,871000.0,22486.0,Salaried,Retail,454,196.78630212502304,20.68,Declined,2022-11-22,24,Delhi,34
LNA0010801,APP008518,2023-01-31,Business Loan,Medical,1495000.0,19771.0,Salaried,Retail,454,141.3,20.13,Declined,2023-02-08,84,Delhi,34
LNA0010802,APP008519,2022-02-22,Personal Loan,Education,765000.0,43807.0,Retired,FMCG,0,28.1,16.59,Approved,2022-02-28,120,Ahmedabad,59
LNA0010803,APP008520,2023-08-14,Personal Loan,Debt Consolidation,727000.0,42409.0,Self-Employed,Education,570,36.7,18.76,Approved,2023-08-21,24,Ahmedabad,44
LNA0010804,APP008521,2024-01-09,Home Loan,Education,65000.0,15114.0,Salaried,Telecom,865,6.5,12.21,Approved,2024-01-12,180,Chennai,59
LNA0010805,APP008522,2023-12-01,Personal Loan,Business,103000.0,97538.0,Unemployed,PSU Bank,667,1.9,18.15,Declined,2023-12-13,48,Ahmedabad,60
LNA0010806,APP008523,2022-06-12,Auto Loan,Education,409000.0,71658.0,Freelancer,Healthcare,492,11.6,21.1,Declined,2022-06-25,120,Delhi,63
LNA0010807,APP008524,2022-10-01,Home Loan,Medical,138000.0,28302.0,Salaried,PSU Bank,498,7.7,19.87,Declined,2022-10-13,24,Delhi,31
LNA0010808,APP008525,2022-05-20,Personal Loan,Education,92000.0,42110.0,Freelancer,Telecom,621,4.4,18.49,Declined,2022-05-21,12,Pune,48
LNA0010809,APP008526,2023-11-01,Personal Loan,Personal,123000.0,353824.0,Freelancer,Healthcare,439,0.5,22.82,Approved,2023-11-06,180,Chennai,29
LNA0010810,APP008527,2022-09-28,Auto Loan,Medical,645000.0,33543.0,Self-Employed,IT Company,780,39.7,14.99,Approved,2022-10-09,240,Delhi,26
LNA0010811,APP008528,2022-03-08,Auto Loan,Education,4239000.0,53008.0,Self-Employed,Manufacturing,702,165.7,14.97,Declined,2022-03-22,60,Delhi,43
LNA0010812,APP008529,2023-11-11,Credit Card,Business,168000.0,16834.0,Salaried,IT Company,311,17.2,25.66,Declined,2023-11-13,240,Mumbai,56
LNA0010813,APP008530,2023-12-14,Personal Loan,Debt Consolidation,762000.0,72839.0,Salaried,Startup,881,20.7,13.28,Approved,2023-12-28,84,Pune,56
LNA0010814,APP008530,2024-02-06,Business Loan,Personal,2863000.0,59133.0,Salaried,Startup,881,77.9,12.07,Approved,2024-02-11,180,Pune,56
LNA0010815,APP008531,2023-11-06,Credit Card,Business,756000.0,37280.0,Salaried,Healthcare,357,40.4,22.07,Declined,2023-11-18,120,Delhi,39
LNA0010816,APP008532,2022-05-07,Auto Loan,Education,506000.0,14673.0,Business Owner,IT Company,471,51.9,22.08,Withdrawn,2022-05-13,120,Kolkata,33
LNA0010817,APP008533,2024-04-10,Business Loan,Home Purchase,169000.0,,Self-Employed,IT Company,531,1.8,19.57,Declined,2024-04-11,84,Delhi,60
LNA0010818,APP008534,2022-11-14,Home Loan,Business,59000.0,96551.0,Salaried,FMCG,762,1.2,16.15,Approved,2022-11-17,36,Pune,34
LNA0010819,APP008534,2023-08-22,Home Loan,Education,773000.0,86369.0,Salaried,FMCG,762,16.2,16.02,Declined,2023-08-28,12,Pune,34
LNA0010820,APP008535,2023-10-18,Auto Loan,Home Purchase,207000.0,64837.0,Salaried,FMCG,510,6.7,19.2,Declined,2023-10-26,120,Mumbai,53
LNA0010821,APP008536,2023-11-19,Auto Loan,Medical,2818000.0,56067.0,Unemployed,PSU Bank,400,78.1,21.34,Declined,2023-12-01,84,Kolkata,48
LNA0010822,APP008536,2024-04-17,Credit Card,Medical,3652000.0,70228.0,Unemployed,PSU Bank,400,101.3,23.6,Approved,2024-04-24,240,Kolkata,48
LNA0010823,APP008537,2022-03-30,Business Loan,Medical,113000.0,114451.0,Self-Employed,FMCG,823,1.6,13.37,Approved,2022-04-11,120,Ahmedabad,43
LNA0010824,APP008538,2022-09-26,Auto Loan,Personal,465000.0,40590.0,Salaried,Startup,680,22.9,17.04,Approved,2022-10-03,180,Chennai,58
LNA0010825,APP008539,2022-04-10,Credit Card,Personal,156000.0,143824.0,Salaried,Manufacturing,835,1.7,12.61,Approved,2022-04-16,240,Ahmedabad,63
LNA0010826,APP008539,2022-08-16,Credit Card,Personal,948000.0,196725.0,Salaried,Manufacturing,835,10.2,14.95,Approved,2022-08-18,12,Ahmedabad,63
LNA0010827,APP008539,2023-07-15,Home Loan,Personal,606000.0,182949.0,Salaried,Manufacturing,835,6.5,15.14,Approved,2023-07-29,60,Ahmedabad,63
LNA0010828,APP008540,2024-01-26,Credit Card,Education,120000.0,22406.0,Freelancer,FMCG,675,11.1,17.45,Approved,2024-02-06,36,Delhi,42
LNA0010829,APP008541,2023-10-15,Credit Card,Home Purchase,51000.0,80281.0,Self-Employed,Manufacturing,843,1.2,13.5,Approved,2023-10-28,120,Chennai,52
LNA0010830,APP008541,2024-05-07,Personal Loan,Home Purchase,162000.0,79210.0,Self-Employed,Manufacturing,843,3.8,13.37,Approved,2024-05-08,48,Chennai,52
LNA0010831,APP008542,2022-03-11,Credit Card,Debt Consolidation,740000.0,199776.0,Business Owner,Education,464,7.5,22.13,Declined,2022-03-25,180,Bangalore,37
LNA0010832,APP008542,2023/02/04,Home Loan,Medical,176000.0,212288.0,Business Owner,Education,464,1.8,19.75,Withdrawn,2023-02-07,48,Bangalore,37
LNA0010833,APP008542,2023-04-17,Home Loan,Medical,992000.0,148155.0,Business Owner,Education,464,10.1,22.12,Declined,2023-04-18,36,Bangalore,37
LNA0010834,APP008543,,Personal Loan,Home Purchase,4844000.0,131453.0,Business Owner,Education,381,59.7,21.85,Pending,2022-07-31,60,Kolkata,30
LNA0010835,APP008543,2023-06-04,Auto Loan,Medical,59000.0,152790.0,Business Owner,Education,381,0.7,22.91,Declined,2023-06-07,36,Kolkata,30
LNA0010836,APP008544,2022-06-23,Credit Card,Personal,96000.0,0.0,Self-Employed,Startup,561,6.1,19.81,Declined,2022-06-30,180,Kolkata,42
LNA0010837,APP008544,2023-05-23,Home Loan,Home Purchase,2722000.0,25207.0,Self-Employed,Startup,561,172.5,18.76,Declined,2023-05-29,84,Kolkata,42
LNA0010838,APP008545,2022-07-12,Home Loan,Personal,678000.0,96991.0,Retired,Telecom,347,11.8,22.12,Declined,2022-07-25,120,Bangalore,52
LNA0010839,APP008546,2023-08-24,Credit Card,Personal,654000.0,14400.0,Salaried,Education,731,69.8,17.15,Approved,2023-08-31,240,Chennai,42
LNA0010840,APP008546,2023-11-11,Credit Card,Debt Consolidation,138000.0,19043.0,Salaried,Education,731,14.7,16.53,Approved,2023-11-17,60,Chennai,42
LNA0010841,APP008547,2022-12-05,Business Loan,Business,107000.0,186537.0,Self-Employed,Manufacturing,771,1.1,13.96,Approved,2022-12-11,240,Hyderabad,21
LNA0010842,APP008547,2023-03-24,Auto Loan,Business,919000.0,196641.0,Self-Employed,Manufacturing,771,9.8,13.67,Approved,2023-04-04,180,Hyderabad,21
LNA0010843,APP008548,2022-01-15,Credit Card,Debt Consolidation,193000.0,79379.0,Freelancer,Telecom,875,4.2,13.47,Approved,2022-01-28,84,Delhi,21
LNA0010844,APP008549,2024-02-17,Business Loan,Vehicle,199000.0,140618.0,Salaried,Startup,452,2.5,21.73,Declined,2024-02-22,120,Bangalore,62
LNA0010845,APP008550,2023-07-01,Business Loan,Personal,-129000.0,17409.0,Self-Employed,PSU Bank,427,12.4,21.09,Declined,2023-07-13,60,Kolkata,38
LNA0010846,APP008551,2023-08-19,Auto Loan,Education,196000.0,37130.0,Salaried,Startup,571,10.1,17.77,Withdrawn,2023-08-20,60,Hyderabad,48
LNA0010847,APP008552,2024-03-22,Home Loan,Home Purchase,200000.0,32488.0,Salaried,Startup,524,13.0,18.6,Declined,2024-03-29,180,Chennai,45
LNA0010848,APP008553,2023-09-27,Home Loan,Home Purchase,985000.0,62489.0,Unemployed,PSU Bank,349,31.3,24.26,Pending,2023-10-03,12,Pune,33
LNA0010849,APP008554,2024-03-31,Personal Loan,Vehicle,571000.0,48843.0,Salaried,Manufacturing,-1,24.9,20.12,Withdrawn,2024-04-02,60,Kolkata,58
LNA0010850,APP008555,2023-07-02,Auto Loan,Vehicle,198000.0,26649.0,Salaried,PSU Bank,587,13.9,19.08,Declined,2023-07-12,240,Pune,36
LNA0010851,APP008555,2023-12-23,Personal Loan,Vehicle,277000.0,26803.0,Salaried,PSU Bank,587,19.5,17.63,Pending,2023-12-29,12,Pune,36
