alt_record_id,applicant_id,record_date,utility_payments_12m,utility_on_time_pct,rental_payments_12m,rental_on_time_pct,telecom_payments_12m,telecom_on_time_pct,mobile_money_txn_count,mobile_money_avg_balance,rent_amount_monthly,months_at_address,alt_score
ALT002338,APP007857,2022-04-21,12,55.3,7,71.6,3,86.0,69,45776.56,6458.0,115,688.0
ALT002339,APP007858,2022-04-14,12,74.9,9,97.5,10,95.3,86,13664.22,23596.0,16,479.0
ALT002340,APP007863,2022-04-28,4,77.3,6,94.7,6,85.2,84,24881.31,34013.0,95,837.0
ALT002341,APP007865,2022-12-08,10,92.9,12,82.3,7,61.8,69,8714.13,11428.0,74,784.0
ALT002342,APP007868,2023-03-29,8,70.9,7,75.9,11,78.3,179,22531.72,8864.0,26,405.0
ALT002343,APP007870,2022-07-25,1,87.0,4,53.1,1,62.2,164,31910.84,32931.0,13,413.0
ALT002344,APP007877,2023-03-13,8,52.7,0,43.2,3,60.3,81,44104.06,14205.0,69,732.0
ALT002345,APP007878,,4,63.6,7,43.3,1,88.4,72,26160.71,18939.0,88,745.0
ALT002346,APP007881,2024-06-15,0,78.8,4,86.3,4,76.7,139,10212.69,46772.0,40,337.0
ALT002347,APP007891,2024-04-02,10,73.4,3,63.0,6,53.3,185,11031.01,22511.0,31,391.0
ALT002348,APP007895,2022-10-29,4,51.4,7,79.2,8,82.4,43,18581.36,10069.0,82,848.0
ALT002349,APP007899,2024-03-16,9,52.9,0,64.4,12,85.2,80,20739.58,48516.0,13,576.0
ALT002350,APP007900,2022-10-30,0,64.6,0,57.4,12,78.0,126,12389.63,7932.0,50,726.0
ALT002351,APP007903,2023-03-17,9,84.6,12,92.9,0,84.2,191,43803.24,32383.0,-12,460.0
ALT002352,APP007904,2023-08-17,0,57.8,4,93.5,6,77.5,26,983.41,31626.0,88,428.0
ALT002353,APP007908,2023-12-02,5,89.4,7,51.1,6,65.5,186,1771.21,24239.0,46,381.0
ALT002354,APP007917,2023-06-20,4,77.7,7,62.7,6,74.9,21,27918.58,43428.0,117,681.0
ALT002355,APP007924,2022-09-07,1,80.1,10,46.9,12,58.4,35,46235.89,16225.0,4,533.0
ALT002356,APP007926,2024-06-17,9,76.2,6,99.1,5,98.0,142,39581.6,4451.0,101,342.0
ALT002357,APP007928,2022-07-13,0,90.6,9,84.4,6,75.1,6,29656.26,36835.0,75,509.0
ALT002358,APP007930,2024-02-08,9,72.1,7,74.1,10,51.5,182,20792.17,16020.0,68,580.0
ALT002359,APP007931,2022-07-13,3,85.4,4,90.0,12,60.8,106,3698.4,45344.0,48,727.0
ALT002360,APP007949,2022-08-14,10,55.0,6,61.9,9,52.0,168,6982.87,20577.0,18,652.0
ALT002361,APP007950,2022-03-18,0,94.5,0,64.1,5,75.6,4,11537.96,8842.0,68,614.0
ALT002362,APP007957,2024-04-27,21,50.2,12,88.3,6,56.5,10,26238.34,25031.0,74,499.0
ALT002363,APP007960,2024-05-27,6,145.1,9,63.5,0,83.4,34,8547.52,26842.0,97,794.0
ALT002364,APP007962,2022-01-21,9,98.2,2,61.6,8,50.2,53,31775.05,35414.0,84,812.0
ALT002365,APP007963,,1,80.4,5,68.6,4,67.1,60,29120.93,15628.0,86,586.0
ALT002366,APP007970,2023-11-19,2,52.3,8,73.1,7,99.5,85,38654.82,47187.0,76,713.0
ALT002367,APP007972,2023-04-26,4,93.2,4,59.8,4,65.7,139,27813.48,15928.0,51,567.0
ALT002368,APP007975,2022-10-23,4,87.3,2,82.4,4,77.6,183,14665.51,23256.0,91,652.0
ALT002369,APP007980,2022-07-01,1,98.9,11,88.2,5,80.9,187,24389.39,36272.0,59,486.0
ALT002370,APP007981,2023-08-20,8,98.8,11,55.4,5,93.0,124,37766.86,33073.0,30,347.0
ALT002371,APP007984,2022-06-28,8,59.3,6,50.6,3,85.4,85,16481.58,39710.0,99,849.0
ALT002372,APP007990,2023-11-25,9,63.1,5,80.2,3,83.1,70,16829.94,37319.0,36,416.0
ALT002373,APP007999,2023-05-14,2,71.9,9,86.0,0,53.9,25,14416.68,37256.0,41,715.0
ALT002374,APP008001,2024-05-22,2,59.0,11,59.5,12,86.3,74,11735.07,43257.0,107,521.0
ALT002375,APP008003,2022-04-28,9,53.1,0,88.4,8,81.9,165,18344.35,22376.0,13,501.0
ALT002376,APP008008,2022-02-06,4,54.3,5,62.3,11,92.8,7,29009.05,26022.0,98,641.0
ALT002377,APP008013,2023-06-24,9,71.0,2,98.0,0,72.1,43,14047.45,16210.0,68,761.0
ALT002378,APP008019,2024-01-22,4,61.5,7,66.3,10,86.4,111,14499.87,47832.0,115,323.0
ALT002379,APP008025,2024-05-05,5,87.1,7,86.0,12,77.7,49,14250.8,28516.0,52,546.0
ALT002380,APP008030,2022-03-13,5,81.8,8,84.8,1,75.6,110,7551.77,42237.0,59,811.0
ALT002381,APP008036,2022-05-12,5,77.8,9,97.7,6,94.5,24,28554.0,27397.0,65,423.0
ALT002382,APP008040,2022-01-22,4,77.1,9,96.5,10,86.9,98,20050.04,9884.0,62,606.0
ALT002383,APP008046,2024-02-20,7,55.0,8,48.9,11,55.2,172,45828.67,21471.0,27,467.0
ALT002384,APP008052,2022-07-03,4,90.0,8,52.8,3,52.1,120,1993.02,7463.0,21,303.0
ALT002385,APP008053,2023-04-25,9,68.7,5,41.0,8,90.1,4,34992.34,45708.0,9,585.0
ALT002386,APP008055,2022-02-02,11,94.0,9,61.4,3,94.0,78,33530.25,5259.0,120,448.0
ALT002387,APP008059,2023-02-11,2,74.9,8,51.5,11,52.0,171,26477.41,14799.0,7,667.0
ALT002388,APP008065,2023-05-11,10,54.5,10,89.5,3,90.6,93,11218.4,25362.0,32,650.0
ALT002389,APP008074,2023-08-08,12,81.9,12,78.5,6,53.7,68,33484.9,4673.0,84,811.0
ALT002390,APP008076,2022-10-24,5,72.5,3,50.2,4,65.4,100,12557.54,47029.0,48,499.0
ALT002391,APP008081,2023-11-16,4,54.5,10,91.9,1,65.2,192,44962.96,17013.0,9,791.0
ALT002392,APP008088,2023-07-02,4,131.6,6,54.3,7,76.9,181,36976.97,45471.0,93,670.0
ALT002393,APP008091,2022-04-16,7,73.7,1,69.4,7,56.0,192,35124.08,32456.0,40,689.0
ALT002394,APP008094,2024-01-25,0,142.0,4,97.1,10,86.0,84,29042.04,43258.0,81,610.0
ALT002395,APP008097,2022-11-05,12,74.9,2,48.5,6,63.6,76,33163.57,32230.0,110,398.0
ALT002396,APP008101,2023-08-23,10,70.2,5,94.0,4,95.1,26,36813.58,43279.0,63,721.0
ALT002397,APP008105,2022-05-07,4,63.8,6,41.6,10,75.4,12,15273.95,9002.0,108,495.0
ALT002398,APP008109,2023-12-01,8,74.7,12,71.0,4,74.1,150,10018.05,33747.0,67,537.0
ALT002399,APP008111,2023-09-06,9,67.6,4,52.4,0,52.8,184,41942.53,33665.0,93,301.0
ALT002400,APP008113,2023-08-31,1,93.8,8,71.4,7,82.1,14,29201.12,44506.0,70,650.0
ALT002401,APP008115,2023-07-12,6,94.2,9,90.8,4,80.6,190,8992.92,38559.0,28,629.0
ALT002402,APP008120,2023-08-22,3,59.9,5,85.3,3,84.5,167,41264.42,29246.0,64,343.0
ALT002403,APP008123,2024-05-29,8,69.1,10,69.7,0,91.5,48,8970.81,25894.0,84,324.0
ALT002404,APP008127,2022-09-09,7,60.4,10,48.1,10,65.3,40,22229.57,28677.0,43,787.0
ALT002405,APP008128,2022-12-23,7,75.3,6,54.9,12,79.2,48,21281.89,31078.0,76,483.0
ALT002406,APP008134,2024-01-29,5,58.4,10,81.1,4,77.9,45,28442.87,29209.0,34,588.0
ALT002407,APP008136,2023-08-09,12,63.3,12,70.4,4,89.0,88,43432.16,13479.0,10,366.0
ALT002408,APP008137,2022-08-23,10,67.8,1,71.5,12,99.9,160,-4496.72,49241.0,108,371.0
ALT002409,APP008146,2023-04-07,8,87.1,5,47.0,3,97.6,73,9968.99,15423.0,45,327.0
ALT002410,APP008149,2024-05-22,10,87.5,2,94.5,2,96.8,193,34573.57,3728.0,7,684.0
ALT002411,APP008157,2023-02-20,1,75.2,0,59.1,8,51.2,26,48500.5,5584.0,22,335.0
ALT002412,APP008160,2022-01-10,3,90.1,10,84.2,11,97.4,87,44372.53,20955.0,83,487.0
ALT002413,APP008164,,9,77.4,3,49.0,9,84.8,189,21921.62,25031.0,92,357.0
ALT002414,APP008165,2022-10-30,2,52.0,8,56.0,10,56.9,58,21160.51,6937.0,94,775.0
ALT002415,APP008171,2023-12-16,5,86.2,3,73.6,11,93.0,111,10300.3,49514.0,118,605.0
ALT002416,APP008173,2023-10-11,7,61.1,0,87.5,2,60.9,17,24425.25,4231.0,96,595.0
ALT002417,APP008176,2022-04-30,3,50.8,4,53.8,5,57.1,110,45511.2,13118.0,14,491.0
ALT002418,APP008178,2023-11-03,3,86.0,0,59.3,11,57.7,114,39644.04,26683.0,119,586.0
ALT002419,APP008183,2024-05-19,12,85.6,0,83.3,10,61.9,133,749.31,0.0,15,704.0
ALT002420,APP008184,2023-11-04,4,98.8,1,63.6,1,56.3,24,36864.02,37822.0,14,810.0
ALT002421,APP008185,2023-09-13,5,56.3,7,70.9,7,72.6,156,18365.83,13712.0,31,531.0
ALT002422,APP008188,2023-07-21,3,76.6,8,58.9,5,74.6,52,8044.67,30681.0,56,787.0
ALT002423,APP008190,2022-06-03,9,63.1,12,60.8,8,94.4,59,33142.44,35029.0,4,657.0
ALT002424,APP008192,2024-06-25,9,60.6,12,66.8,12,67.8,44,20529.66,33758.0,97,614.0
ALT002425,APP008193,2024-02-02,3,52.0,9,57.0,10,94.9,21,41588.48,47731.0,87,709.0
ALT002426,APP008194,2024-05-04,4,52.8,9,69.7,9,64.8,194,17541.58,35963.0,85,414.0
ALT002427,APP008208,2024-01-11,7,50.0,11,69.6,7,72.7,166,39466.96,42280.0,42,744.0
ALT002428,APP008210,2022-06-10,5,88.0,0,53.8,0,88.0,90,37008.83,10852.0,109,465.0
ALT002429,APP008217,2023-10-09,7,108.6,4,70.8,8,54.4,145,3347.95,10622.0,105,828.0
ALT002430,APP008218,2023-05-10,5,95.6,10,64.3,8,64.7,155,31383.63,42615.0,26,559.0
ALT002431,APP008223,2022-12-02,6,82.8,2,87.9,4,59.8,63,8508.65,8645.0,97,806.0
ALT002432,APP008233,2023-05-10,10,92.1,3,65.0,4,66.3,115,48059.03,12447.0,89,568.0
ALT002433,APP008238,2024-06-26,9,51.7,4,86.4,1,57.4,50,43225.5,16707.0,84,570.0
ALT002434,APP008241,2023-02-07,2,69.1,0,81.1,0,74.4,165,23599.44,22708.0,50,699.0
ALT002435,APP008248,2024-03-05,0,73.8,2,86.8,12,73.2,140,2617.8,30065.0,78,719.0
ALT002436,APP008249,2023-02-20,4,98.9,10,97.8,4,50.5,120,30922.01,26830.0,105,516.0
ALT002437,APP008250,2023-04-19,12,52.1,2,70.1,6,65.2,108,2729.72,24525.0,16,458.0
ALT002438,APP008251,2023-07-16,11,74.0,12,53.0,2,83.9,161,10906.89,22437.0,102,575.0
ALT002439,APP008255,2022-08-06,0,66.6,0,98.8,1,89.6,140,-1105.95,7376.0,53,707.0
ALT002440,APP008256,2024-05-18,10,89.3,8,74.5,8,80.5,164,12377.5,17797.0,0,718.0
ALT002441,APP008266,2024-01-27,2,72.5,3,59.7,12,52.6,92,43771.77,46458.0,117,781.0
ALT002442,APP008267,2023-07-01,12,64.4,2,53.4,8,97.9,85,32448.87,49075.0,50,624.0
ALT002443,APP008270,2022-02-28,0,89.4,6,77.9,8,56.2,128,29548.19,21747.0,39,396.0
ALT002444,APP008272,2022-01-07,9,92.5,2,58.4,7,81.1,44,43605.9,10871.0,86,482.0
ALT002445,APP008273,2022-08-18,8,83.6,11,89.1,1,69.0,102,31343.43,38438.0,59,517.0
ALT002446,APP008278,2023-04-28,6,94.4,12,95.5,6,57.8,50,1820.48,24704.0,7,806.0
ALT002447,APP008282,2023-11-11,6,80.9,4,79.3,9,83.1,143,2602.03,22960.0,112,754.0
ALT002448,APP008287,2022-11-17,6,52.6,7,52.1,7,80.5,187,17405.67,0.0,54,546.0
ALT002449,APP008292,2022-09-11,7,98.5,8,51.7,4,64.5,40,29912.4,20598.0,118,550.0
ALT002450,APP008297,2024-03-24,8,52.3,10,61.8,11,60.7,124,31978.04,47290.0,20,655.0
ALT002451,APP008299,2023-07-23,0,50.8,3,59.7,7,86.9,42,17036.72,47280.0,5,510.0
ALT002452,APP008300,2023-09-01,1,67.2,9,55.3,4,69.2,171,14139.28,34401.0,11,764.0
ALT002453,APP008305,2023-04-24,11,73.7,7,73.4,11,95.5,120,41682.56,12518.0,42,667.0
ALT002454,APP008310,2023-08-20,5,60.1,0,64.8,0,51.5,90,19174.3,9242.0,11,336.0
ALT002455,APP008314,2023-08-25,2,72.9,10,63.5,4,97.3,10,24781.47,29699.0,37,568.0
ALT002456,APP008315,2023-09-04,3,56.7,5,69.5,7,76.4,126,373.17,16861.0,8,326.0
ALT002457,APP008316,2023-05-01,11,69.1,7,78.9,10,88.6,112,48652.85,9861.0,31,783.0
ALT002458,APP008317,2022-02-22,12,73.6,5,86.0,2,92.9,193,6692.24,44889.0,21,632.0
ALT002459,APP008318,2024-03-14,3,87.8,5,76.5,11,62.7,111,47524.25,7785.0,103,377.0
ALT002460,APP008319,2024-06-04,3,70.8,11,52.7,7,65.6,154,3732.35,22256.0,5,670.0
ALT002461,APP008324,2022-06-05,2,57.6,6,92.0,5,91.7,100,13090.23,31973.0,19,810.0
ALT002462,APP008328,2024-01-25,3,96.8,8,67.7,12,72.4,200,17345.24,46040.0,23,620.0
ALT002463,APP008330,2023-01-03,4,81.3,2,79.2,7,60.1,131,19490.04,13102.0,31,477.0
ALT002464,APP008333,2023-02-22,10,58.3,0,90.7,7,62.7,178,34565.3,44926.0,109,597.0
ALT002465,APP008335,2023-03-01,6,67.4,0,90.5,0,62.7,2,45736.72,41799.0,43,481.0
ALT002466,APP008339,2022-06-05,3,124.0,9,77.4,10,63.3,98,781.04,6812.0,50,471.0
ALT002467,APP008340,2024-04-13,3,86.3,8,49.0,4,77.3,58,40384.94,14191.0,103,328.0
ALT002468,APP008348,2022-02-09,1,73.5,9,86.1,6,61.8,149,42595.15,38080.0,2,454.0
ALT002469,APP008352,2023-10-07,9,74.4,4,49.5,5,53.7,8,17864.45,36767.0,108,666.0
ALT002470,APP008353,2023-03-13,6,97.7,9,99.5,12,91.1,139,46814.58,16143.0,23,670.0
ALT002471,APP008360,2024-03-02,10,66.2,1,98.4,8,50.3,12,3652.3,14056.0,94,790.0
ALT002472,APP008373,2023-02-20,2,93.5,12,57.1,5,94.0,135,11597.2,49025.0,12,708.0
ALT002473,APP008384,2023-12-02,9,94.7,8,92.0,3,58.9,67,33606.44,4990.0,114,756.0
ALT002474,APP008385,2022-12-12,10,56.2,7,89.4,10,77.2,130,14467.17,39324.0,108,515.0
ALT002475,APP008386,2022-02-18,5,56.9,6,77.0,11,60.9,177,14723.39,47366.0,66,461.0
ALT002476,APP008387,2023-10-17,12,73.1,8,76.4,1,86.0,29,42040.94,8115.0,40,740.0
ALT002477,APP008390,2023-02-25,1,58.6,6,83.9,7,67.8,89,16992.22,13590.0,24,579.0
ALT002478,APP008396,2023-11-26,9,83.4,7,86.0,9,69.1,32,3725.06,26883.0,63,327.0
ALT002479,APP008397,2023-03-04,7,69.7,4,60.9,10,57.1,6,4154.78,19513.0,92,386.0
ALT002480,APP008399,2022-08-13,3,55.3,3,91.0,10,62.3,181,5766.72,46100.0,64,819.0
ALT002481,APP008401,2024-04-25,11,69.1,12,76.1,8,58.9,89,26004.93,11512.0,64,834.0
ALT002482,APP008405,2022-11-06,11,87.0,10,96.4,7,93.4,182,18123.04,15762.0,32,679.0
ALT002483,APP008406,2023-02-01,3,51.9,5,42.4,1,80.1,28,3336.14,31546.0,79,334.0
ALT002484,APP008412,2022-09-25,1,50.2,0,65.8,8,80.2,188,5517.62,46241.0,22,310.0
ALT002485,APP008414,2022-06-15,6,81.3,11,88.8,3,81.2,34,35659.45,20777.0,95,478.0
ALT002486,APP008419,2023-07-03,2,57.7,12,96.1,9,98.0,182,15700.65,37411.0,75,834.0
ALT002487,APP008433,2022-11-26,9,54.7,4,91.1,11,83.5,109,13212.15,32820.0,62,357.0
ALT002488,APP008434,2023-11-09,10,51.1,7,80.5,7,92.1,180,7725.9,33055.0,72,595.0
ALT002489,APP008436,2023-11-10,8,56.2,12,76.6,1,98.6,104,10534.22,34904.0,48,754.0
ALT002490,APP008443,2022-01-26,4,62.3,4,83.5,7,62.1,181,5208.78,20527.0,72,338.0
ALT002491,APP008444,2024-03-31,10,69.1,5,62.9,0,77.2,91,6029.87,30318.0,117,320.0
ALT002492,APP008449,2022-10-10,5,97.1,3,55.3,10,56.6,184,48143.73,14268.0,12,620.0
ALT002493,APP008453,2022-10-07,12,90.1,11,95.0,2,94.5,114,39550.8,27270.0,85,775.0
ALT002494,APP008454,2022-10-24,4,60.3,11,62.8,8,51.1,179,39646.86,27943.0,11,384.0
ALT002495,APP008456,2022-11-13,4,85.1,9,86.4,0,78.6,8,820.11,7360.0,111,698.0
ALT002496,APP008457,2022-11-27,10,59.1,6,93.5,1,92.3,19,8623.37,5312.0,55,373.0
ALT002497,APP008458,2023-05-24,11,83.0,8,41.8,7,78.7,51,43197.14,14990.0,43,499.0
ALT002498,APP008459,2024-05-27,4,78.2,8,57.8,9,52.4,174,26560.98,25760.0,39,470.0
ALT002499,APP008461,2022-10-24,9,72.4,5,88.7,0,97.5,128,27508.47,7410.0,113,447.0
ALT002500,APP008464,2022-12-03,2,69.3,9,47.3,0,83.3,2,8921.56,42861.0,55,330.0
ALT002501,APP008467,2023-07-05,6,94.3,6,95.5,7,66.3,80,14267.14,39273.0,43,839.0
ALT002502,APP008471,2022-07-04,6,86.6,9,84.8,7,53.8,168,873.09,35842.0,67,745.0
ALT002503,APP008477,2023-07-21,1,53.1,11,81.9,10,89.4,74,30354.76,44156.0,68,699.0
ALT002504,APP008478,2022-10-18,0,99.8,9,84.9,8,73.5,86,8126.69,37200.0,117,643.0
ALT002505,APP008481,2024-03-31,10,66.5,1,95.5,12,55.2,163,37262.37,49711.0,12,708.0
ALT002506,APP008484,2023-07-11,4,63.0,10,93.7,11,63.2,111,13416.8,29681.0,59,420.0
ALT002507,APP008493,2024-05-16,9,85.4,12,68.1,3,83.6,94,8022.92,22708.0,78,317.0
ALT002508,APP008504,2022-03-01,7,79.8,1,85.8,3,58.8,168,3995.95,12444.0,31,537.0
ALT002509,APP008507,2022-08-06,6,79.4,7,47.2,1,82.8,118,38535.71,46389.0,100,500.0
ALT002510,APP008509,2023-10-13,12,63.4,2,52.8,12,65.0,104,34970.23,4724.0,13,644.0
ALT002511,APP008510,2022-08-12,9,80.1,4,49.6,8,79.9,187,8766.07,44448.0,75,352.0
ALT002512,APP008513,2022-01-17,1,82.6,4,40.7,10,82.2,62,32778.62,36743.0,-3,687.0
ALT002513,APP008514,2022-05-22,8,87.0,9,64.5,8,80.5,146,25970.8,23212.0,57,538.0
ALT002514,APP008515,2023-04-05,1,89.1,2,99.1,2,50.3,14,30709.92,14985.0,13,723.0
ALT002515,APP008516,2023-11-28,2,56.7,6,83.0,6,60.4,105,47705.77,28890.0,60,305.0
ALT002516,APP008521,2024-01-09,12,84.6,0,65.6,9,77.4,172,1573.86,4104.0,92,319.0
ALT002517,APP008524,2022-10-01,3,94.7,1,88.0,10,53.6,133,8548.05,20483.0,7,658.0
ALT002518,APP008528,2022-03-08,2,90.0,12,90.9,1,92.9,54,35089.87,34643.0,27,791.0
ALT002519,APP008529,2023-11-11,12,75.5,7,55.8,4,92.3,114,25836.67,36175.0,25,750.0
ALT002520,APP008531,2023-11-06,0,131.1,12,92.6,9,56.1,77,40522.91,43504.0,115,568.0
ALT002521,APP008537,2022-03-30,8,52.5,6,86.6,0,99.8,169,28808.6,21692.0,105,452.0
ALT002522,APP008541,2023-10-15,9,61.3,3,90.7,10,78.2,136,44755.46,36573.0,100,627.0
ALT002523,APP008543,2022-07-27,10,62.0,4,46.6,4,83.8,26,49120.66,8906.0,57,386.0
ALT002524,APP008544,2022-06-23,9,64.7,10,48.5,6,85.8,6,39166.31,11060.0,96,522.0
ALT002525,APP008545,2022-07-12,1,68.9,8,58.3,9,91.1,52,8371.8,19749.0,115,705.0
ALT002526,APP008546,2023-08-24,2,51.2,2,93.0,4,96.0,193,716.6,41563.0,96,800.0
ALT002527,APP008553,2023-09-27,7,81.0,10,54.8,9,82.4,31,44543.73,15282.0,76,767.0
ALT002528,APP008561,2023-11-15,3,55.0,12,65.9,1,57.1,91,45844.27,28262.0,43,315.0
ALT002529,APP008564,2023-09-03,7,71.4,12,54.6,5,60.7,139,45711.13,34774.0,54,719.0
ALT002530,APP008565,2023-05-28,5,69.6,6,42.0,11,86.6,44,16229.51,11538.0,39,743.0
ALT002531,APP008572,2024-05-24,0,62.5,1,53.1,4,78.1,62,20330.36,11126.0,29,648.0
ALT002532,APP008576,2022-04-21,9,82.9,12,94.6,9,88.3,158,49647.88,26162.0,77,312.0
ALT002533,APP008583,2023-11-06,8,69.4,11,83.1,3,69.9,126,1563.77,30899.0,3,759.0
ALT002534,APP008585,2024-02-27,2,60.7,7,90.2,9,98.2,39,36973.74,19736.0,38,669.0
ALT002535,APP008586,2023-01-24,0,77.3,7,74.1,2,63.3,31,48414.23,26325.0,26,494.0
ALT002536,APP008587,2023-06-16,1,51.8,1,45.9,12,87.4,103,45148.54,25189.0,88,467.0
ALT002537,APP008588,2022-07-09,3,67.1,10,63.7,9,83.1,71,5225.62,31428.0,13,585.0
ALT002538,APP008589,2022-05-06,11,73.8,6,98.8,4,98.3,38,30585.6,37259.0,32,571.0
ALT002539,APP008591,2023-03-07,8,86.9,4,55.7,7,77.0,9,39542.76,4736.0,117,677.0
ALT002540,APP008592,2023-12-22,7,56.9,7,50.7,9,50.6,156,3239.27,6571.0,83,775.0
ALT002541,APP008594,2022-09-04,10,71.2,9,44.8,7,92.0,8,33802.2,6573.0,26,432.0
ALT002542,APP008595,2022-08-08,1,75.4,12,65.4,0,62.9,178,25862.52,37169.0,20,587.0
ALT002543,APP008598,2022-07-30,6,99.8,10,41.6,1,60.4,102,43747.25,34003.0,95,476.0
ALT002544,APP008602,2022-11-02,11,92.3,3,98.7,8,55.9,109,25005.81,11769.0,26,379.0
ALT002545,APP008603,2023-10-12,2,92.2,1,81.7,7,64.1,11,29220.45,7510.0,58,388.0
ALT002546,APP008605,2022-03-23,0,83.2,0,73.6,11,86.8,33,34837.56,25222.0,13,369.0
ALT002547,APP008609,2022-07-13,10,94.3,3,82.2,6,77.3,160,3419.66,35915.0,77,567.0
ALT002548,APP008612,2024-04-06,9,67.2,9,79.1,4,83.9,150,25020.18,24059.0,23,553.0
ALT002549,APP008615,2024-01-14,11,58.1,11,99.5,12,68.1,41,13738.11,36175.0,91,368.0
ALT002550,APP008619,2023-07-27,10,74.5,5,74.0,8,79.7,15,14328.3,37376.0,113,396.0
ALT002551,APP008620,2023-11-22,11,51.1,9,83.9,4,62.2,128,3112.18,18960.0,69,550.0
ALT002552,APP008628,2023-09-23,2,54.2,0,85.2,10,87.5,192,10494.2,46399.0,85,783.0
ALT002553,APP008633,2023-08-05,14,52.0,6,96.0,5,89.8,177,2485.9,38476.0,52,753.0
ALT002554,APP008634,2022-12-27,8,63.0,3,96.6,5,52.7,176,48870.0,23908.0,98,724.0
ALT002555,APP008639,2022-10-03,7,74.8,10,56.4,3,85.4,15,1969.36,29237.0,22,314.0
ALT002556,APP008645,2022-06-14,9,62.4,6,49.0,3,53.7,172,43488.01,28296.0,61,818.0
ALT002557,APP008647,2023-12-14,6,93.4,0,95.3,12,71.8,124,47145.99,45863.0,53,436.0
ALT002558,APP008648,2022-04-12,12,68.6,9,56.1,4,95.3,158,37404.02,23554.0,69,411.0
ALT002559,APP008651,2022-11-17,2,94.0,10,74.9,7,98.4,105,6633.38,21581.0,9,524.0
ALT002560,APP008654,2024-05-09,6,87.2,12,82.5,4,62.1,3,23997.23,42924.0,30,543.0
ALT002561,APP008655,2023-12-11,8,83.7,8,75.8,7,56.4,190,3082.02,3853.0,53,629.0
ALT002562,APP008656,2023-06-19,4,62.8,6,89.3,2,91.6,10,28435.69,5175.0,62,542.0
ALT002563,APP008664,2023-09-17,12,54.2,4,40.8,3,60.7,79,22704.69,18680.0,82,636.0
ALT002564,APP008665,2024-04-25,5,71.8,5,97.8,9,89.1,194,15539.71,16766.0,69,729.0
ALT002565,APP008666,2022-06-02,9,72.2,11,85.5,7,72.7,196,113.49,30694.0,48,760.0
ALT002566,APP008669,2024-03-31,11,67.9,5,41.2,3,89.6,113,38014.29,17153.0,95,384.0
ALT002567,APP008670,2023-04-23,9,53.7,0,69.2,2,56.9,109,10957.21,14556.0,38,738.0
ALT002568,APP008671,2022-02-14,6,90.8,3,71.5,8,59.9,124,41608.69,6750.0,48,460.0
ALT002569,APP008672,2022-09-10,1,52.1,8,66.4,4,81.6,75,34859.32,12236.0,90,308.0
ALT002570,APP008680,2022-08-20,10,69.7,7,48.7,8,50.8,174,40642.41,40979.0,115,757.0
ALT002571,APP008683,2023-04-30,10,78.4,9,61.1,11,69.5,140,41289.21,49244.0,61,618.0
ALT002572,APP008685,2023-11-07,11,62.1,9,88.9,0,52.0,69,22997.98,31316.0,85,672.0
ALT002573,APP008691,2024-01-30,10,89.8,1,64.2,12,83.8,43,35340.92,48929.0,92,385.0
ALT002574,APP008694,2023-03-22,8,55.9,3,59.3,11,95.8,1,17256.54,12184.0,104,721.0
ALT002575,APP008699,2022-01-30,9,66.1,10,64.6,9,69.9,62,17887.28,14797.0,108,494.0
ALT002576,APP008700,2022-12-02,4,85.6,6,62.7,1,78.0,107,10658.86,36759.0,37,393.0
ALT002577,APP008701,2022-05-23,1,59.8,4,88.7,8,64.8,60,20895.28,22009.0,6,554.0
ALT002578,APP008707,2022-01-05,11,58.1,6,80.0,9,56.4,153,23156.27,28436.0,15,617.0
ALT002579,APP008710,2023-12-10,8,70.6,2,67.0,1,60.8,60,12493.42,28046.0,80,552.0
ALT002580,APP008711,2023-06-21,11,61.5,9,61.6,3,53.7,12,22777.6,33725.0,58,794.0
ALT002581,APP008717,2023-02-15,7,66.9,9,92.0,8,55.6,1,45259.61,10543.0,19,434.0
ALT002582,APP008723,2022-12-17,10,77.1,5,76.8,10,91.6,109,29128.77,12460.0,5,808.0
ALT002583,APP008732,2023-05-26,1,51.2,4,88.5,8,72.6,148,46478.22,21697.0,64,779.0
ALT002584,APP008739,2023-05-10,12,95.7,11,79.5,0,84.3,10,4093.08,9839.0,43,554.0
ALT002585,APP008742,2024-04-22,0,72.6,4,85.3,1,73.6,145,12219.62,39646.0,65,818.0
ALT002586,APP008745,2023-11-20,2,99.2,5,41.9,8,50.2,181,15038.74,28542.0,53,803.0
ALT002587,APP008752,2023-04-21,8,90.7,3,69.9,3,54.5,41,32886.04,30603.0,53,536.0
ALT002588,APP008753,2022-12-06,12,64.5,6,59.5,11,50.6,54,37979.17,30029.0,9,541.0
ALT002589,APP008767,2022-03-14,2,51.1,0,60.0,11,79.6,36,2026.1,12758.0,44,507.0
ALT002590,APP008769,2023-08-01,2,73.2,5,47.6,7,73.0,177,35041.85,21037.0,24,533.0
ALT002591,APP008773,2023-04-26,6,89.8,2,59.8,6,61.4,84,48971.8,15992.0,57,713.0
ALT002592,APP008774,2022-08-13,5,95.9,3,55.0,12,71.9,120,16535.73,16633.0,95,703.0
ALT002593,APP008776,2024-04-26,12,61.8,7,95.3,2,51.6,159,39137.54,26016.0,27,634.0
ALT002594,APP008777,2022-06-09,6,73.5,0,50.7,2,92.7,169,14416.95,49340.0,98,455.0
